Date and Time:                Tue Jan 31 15:16:13.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              254
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



232.22389	4999
232.24527	4785
232.26665	4753
232.28802	4741
232.3094	4745
232.3308	4779
232.35217	4807
232.37355	4743
232.39493	4742
232.41631	4781
232.4377	4739
232.45908	4687
232.48045	4670
232.50183	4705
232.52321	4668
232.54459	4698
232.56596	4678
232.58734	4710
232.60872	4713
232.63011	4721
232.65149	4689
232.67287	4746
232.69424	4722
232.71562	4720
232.737	4707
232.75838	4698
232.77975	4711
232.80113	4694
232.82251	4720
232.84387	4687
232.86525	4746
232.88663	4771
232.908	4767
232.92938	4747
232.95076	4756
232.97214	4767
232.99352	4763
233.01489	4765
233.03625	4813
233.05763	4807
233.07901	4789
233.10039	4776
233.12177	4711
233.14314	4740
233.16451	4743
233.18588	4775
233.20726	4780
233.22864	4778
233.25	4773
233.27138	4775
233.29276	4784
233.31412	4774
233.33549	4780
233.35687	4806
233.37823	4827
233.39961	4818
233.42099	4805
233.44235	4817
233.46373	4853
233.48511	4893
233.50647	4841
233.52785	4848
233.54921	4843
233.57059	4838
233.59195	4866
233.61333	4797
233.6347	4849
233.65607	4831
233.67744	4769
233.69881	4781
233.72018	4769
233.74155	4760
233.76291	4776
233.78429	4765
233.80565	4752
233.82703	4769
233.84839	4784
233.86977	4764
233.89113	4773
233.91249	4764
233.93387	4777
233.95523	4806
233.97659	4827
233.99797	4831
234.01933	4835
234.0407	4852
234.06207	4850
234.08344	4864
234.1048	4861
234.12617	4840
234.14754	4843
234.1689	4833
234.19026	4802
234.21164	4795
234.233	4841
234.25436	4849
234.27573	4855
234.29709	4854
234.31845	4899
234.33983	4887
234.36119	4891
234.38255	4886
234.40392	4866
234.42528	4897
234.44664	4895
234.468	4941
234.48936	4937
234.51073	4950
234.53209	4934
234.55345	4970
234.57483	4944
234.59619	4926
234.61755	4917
234.63892	4925
234.66028	4940
234.68163	5000
234.70299	4953
