Date and Time:                Tue Jan 31 14:53:24.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         80
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              254
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



232.22389	6923
232.24527	6580
232.26665	6556
232.28802	6547
232.3094	6532
232.3308	6577
232.35217	6533
232.37355	6561
232.39493	6466
232.41631	6441
232.4377	6413
232.45908	6332
232.48045	6331
232.50183	6313
232.52321	6318
232.54459	6335
232.56596	6330
232.58734	6301
232.60872	6329
232.63011	6283
232.65149	6245
232.67287	6232
232.69424	6220
232.71562	6274
232.737	6223
232.75838	6170
232.77975	6180
232.80113	6186
232.82251	6152
232.84387	6119
232.86525	6197
232.88663	6227
232.908	6171
232.92938	6122
232.95076	6120
232.97214	6138
232.99352	6116
233.01489	6151
233.03625	6118
233.05763	6125
233.07901	6075
233.10039	6030
233.12177	6005
233.14314	6007
233.16451	5972
233.18588	6016
233.20726	6044
233.22864	5998
233.25	6018
233.27138	5969
233.29276	5981
233.31412	5953
233.33549	5934
233.35687	5952
233.37823	6005
233.39961	5962
233.42099	5927
233.44235	5923
233.46373	5961
233.48511	5939
233.50647	5938
233.52785	5898
233.54921	5906
233.57059	5893
233.59195	5828
233.61333	5859
233.6347	5850
233.65607	5794
233.67744	5781
233.69881	5711
233.72018	5706
233.74155	5681
233.76291	5707
233.78429	5658
233.80565	5661
233.82703	5650
233.84839	5626
233.86977	5575
233.89113	5607
233.91249	5612
233.93387	5593
233.95523	5591
233.97659	5600
233.99797	5625
234.01933	5611
234.0407	5627
234.06207	5617
234.08344	5601
234.1048	5568
234.12617	5581
234.14754	5556
234.1689	5556
234.19026	5482
234.21164	5488
234.233	5487
234.25436	5513
234.27573	5459
234.29709	5417
234.31845	5519
234.33983	5498
234.36119	5483
234.38255	5415
234.40392	5405
234.42528	5438
234.44664	5418
234.468	5429
234.48936	5468
234.51073	5467
234.53209	5464
234.55345	5418
234.57483	5382
234.59619	5377
234.61755	5361
234.63892	5350
234.66028	5370
234.68163	5404
234.70299	5329
