Date and Time:                Tue Jan 31 14:52:58.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              254
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



232.22389	4983
232.24527	4797
232.26665	4790
232.28802	4759
232.3094	4783
232.3308	4841
232.35217	4821
232.37355	4793
232.39493	4749
232.41631	4781
232.4377	4760
232.45908	4697
232.48045	4692
232.50183	4677
232.52321	4719
232.54459	4740
232.56596	4712
232.58734	4750
232.60872	4770
232.63011	4737
232.65149	4698
232.67287	4725
232.69424	4727
232.71562	4743
232.737	4764
232.75838	4748
232.77975	4719
232.80113	4777
232.82251	4741
232.84387	4755
232.86525	4757
232.88663	4798
232.908	4773
232.92938	4768
232.95076	4772
232.97214	4778
232.99352	4808
233.01489	4799
233.03625	4850
233.05763	4830
233.07901	4796
233.10039	4769
233.12177	4779
233.14314	4738
233.16451	4755
233.18588	4815
233.20726	4779
233.22864	4775
233.25	4799
233.27138	4792
233.29276	4818
233.31412	4786
233.33549	4791
233.35687	4836
233.37823	4821
233.39961	4821
233.42099	4828
233.44235	4838
233.46373	4858
233.48511	4870
233.50647	4830
233.52785	4887
233.54921	4867
233.57059	4923
233.59195	4839
233.61333	4858
233.6347	4864
233.65607	4827
233.67744	4804
233.69881	4781
233.72018	4792
233.74155	4796
233.76291	4816
233.78429	4825
233.80565	4791
233.82703	4765
233.84839	4799
233.86977	4792
233.89113	4796
233.91249	4780
233.93387	4794
233.95523	4813
233.97659	4863
233.99797	4832
234.01933	4857
234.0407	4941
234.06207	4884
234.08344	4838
234.1048	4834
234.12617	4851
234.14754	4881
234.1689	4844
234.19026	4838
234.21164	4836
234.233	4860
234.25436	4891
234.27573	4863
234.29709	4855
234.31845	4903
234.33983	4928
234.36119	4933
234.38255	4937
234.40392	4888
234.42528	4907
234.44664	4922
234.468	4959
234.48936	4950
234.51073	4961
234.53209	4972
234.55345	4952
234.57483	4953
234.59619	4948
234.61755	4931
234.63892	4953
234.66028	4963
234.68163	4990
234.70299	4961
