Date and Time:                Tue Jan 31 14:54:50.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         80
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              254
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



232.22389	6968
232.24527	6615
232.26665	6577
232.28802	6547
232.3094	6553
232.3308	6558
232.35217	6536
232.37355	6522
232.39493	6495
232.41631	6451
232.4377	6397
232.45908	6378
232.48045	6334
232.50183	6332
232.52321	6332
232.54459	6308
232.56596	6329
232.58734	6292
232.60872	6324
232.63011	6293
232.65149	6246
232.67287	6219
232.69424	6272
232.71562	6245
232.737	6216
232.75838	6216
232.77975	6246
232.80113	6215
232.82251	6174
232.84387	6179
232.86525	6202
232.88663	6167
232.908	6198
232.92938	6134
232.95076	6149
232.97214	6133
232.99352	6190
233.01489	6139
233.03625	6191
233.05763	6196
233.07901	6114
233.10039	6030
233.12177	6053
233.14314	6033
233.16451	6045
233.18588	6011
233.20726	6016
233.22864	6007
233.25	6016
233.27138	5984
233.29276	5956
233.31412	6005
233.33549	5987
233.35687	5940
233.37823	5997
233.39961	5956
233.42099	5928
233.44235	5976
233.46373	5973
233.48511	5972
233.50647	5925
233.52785	5901
233.54921	5957
233.57059	5911
233.59195	5850
233.61333	5858
233.6347	5840
233.65607	5789
233.67744	5792
233.69881	5700
233.72018	5734
233.74155	5712
233.76291	5678
233.78429	5691
233.80565	5729
233.82703	5702
233.84839	5627
233.86977	5602
233.89113	5631
233.91249	5587
233.93387	5569
233.95523	5607
233.97659	5628
233.99797	5634
234.01933	5645
234.0407	5639
234.06207	5600
234.08344	5591
234.1048	5582
234.12617	5571
234.14754	5548
234.1689	5534
234.19026	5520
234.21164	5520
234.233	5508
234.25436	5464
234.27573	5485
234.29709	5475
234.31845	5507
234.33983	5521
234.36119	5522
234.38255	5434
234.40392	5452
234.42528	5463
234.44664	5406
234.468	5438
234.48936	5487
234.51073	5453
234.53209	5493
234.55345	5433
234.57483	5433
234.59619	5380
234.61755	5360
234.63892	5325
234.66028	5407
234.68163	5391
234.70299	5372
