Date and Time:                Tue Jan 31 14:52:52.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              254
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



232.22389	5010
232.24527	4783
232.26665	4767
232.28802	4769
232.3094	4749
232.3308	4838
232.35217	4798
232.37355	4804
232.39493	4741
232.41631	4755
232.4377	4745
232.45908	4704
232.48045	4644
232.50183	4714
232.52321	4709
232.54459	4714
232.56596	4748
232.58734	4733
232.60872	4734
232.63011	4709
232.65149	4702
232.67287	4725
232.69424	4734
232.71562	4753
232.737	4738
232.75838	4732
232.77975	4747
232.80113	4759
232.82251	4755
232.84387	4735
232.86525	4777
232.88663	4774
232.908	4787
232.92938	4757
232.95076	4764
232.97214	4759
232.99352	4832
233.01489	4798
233.03625	4799
233.05763	4802
233.07901	4802
233.10039	4784
233.12177	4747
233.14314	4728
233.16451	4755
233.18588	4773
233.20726	4799
233.22864	4779
233.25	4797
233.27138	4827
233.29276	4810
233.31412	4787
233.33549	4821
233.35687	4818
233.37823	4824
233.39961	4830
233.42099	4835
233.44235	4883
233.46373	4861
233.48511	4883
233.50647	4860
233.52785	4861
233.54921	4851
233.57059	4881
233.59195	4856
233.61333	4883
233.6347	4820
233.65607	4852
233.67744	4815
233.69881	4777
233.72018	4763
233.74155	4769
233.76291	4782
233.78429	4823
233.80565	4809
233.82703	4782
233.84839	4804
233.86977	4772
233.89113	4778
233.91249	4791
233.93387	4797
233.95523	4784
233.97659	4833
233.99797	4860
234.01933	4875
234.0407	4868
234.06207	4906
234.08344	4898
234.1048	4841
234.12617	4848
234.14754	4885
234.1689	4887
234.19026	4856
234.21164	4843
234.233	4867
234.25436	4874
234.27573	4836
234.29709	4889
234.31845	4904
234.33983	4934
234.36119	4913
234.38255	4902
234.40392	4886
234.42528	4884
234.44664	4925
234.468	4955
234.48936	4966
234.51073	4982
234.53209	4979
234.55345	4924
234.57483	4953
234.59619	4942
234.61755	4925
234.63892	4994
234.66028	5010
234.68163	4988
234.70299	4966
