Date and Time:                Thu Oct 27 15:45:03.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283.2
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.5708	304
261.59204	306
261.61328	308
261.63452	307
261.65576	307
261.677	301
261.69827	302
261.71951	306
261.74075	300
261.76199	309
261.78323	304
261.80447	301
261.82571	311
261.84695	303
261.86819	299
261.88943	304
261.91068	306
261.93192	307
261.95316	305
261.9744	299
261.99564	306
262.01688	303
262.03812	302
262.05936	305
262.0806	302
262.10184	307
262.12308	307
262.14432	310
262.16556	303
262.1868	304
262.20801	300
262.22925	307
262.25049	303
262.27173	312
262.29297	305
262.31421	303
262.33545	299
262.35669	304
262.37793	299
262.39917	300
262.42038	306
262.44162	307
262.46286	303
262.4841	300
262.50534	304
262.52658	306
262.54782	305
262.56903	298
262.59027	310
262.61151	299
262.63275	309
262.65399	303
262.6752	303
262.69644	302
262.71768	302
262.73892	313
262.76016	304
262.78137	306
262.80261	303
262.82385	311
262.84509	308
262.8663	306
262.88754	305
262.90878	305
262.93002	304
262.95123	304
262.97247	302
262.99371	308
263.01492	309
263.03616	305
263.0574	307
263.07861	311
263.09985	301
263.12109	309
263.1423	302
263.16354	301
263.18478	306
263.20599	307
263.22723	301
263.24847	300
263.26968	303
263.29092	302
263.31216	305
263.33337	296
263.35461	305
263.37582	307
263.39706	307
263.4183	303
263.43951	307
263.46075	304
263.48196	301
263.5032	307
263.52441	306
263.54565	309
263.56686	311
263.5881	312
263.60934	301
263.63055	306
263.65179	307
263.673	307
263.69424	305
263.71545	304
263.73669	300
263.7579	300
263.77914	306
263.80035	308
263.82159	307
263.8428	300
263.86401	305
263.88525	314
263.90646	304
263.9277	305
263.94891	307
263.97015	303
263.99136	301
264.0126	305
264.03381	303
264.05502	307
264.07626	306
264.09747	305
264.11868	301
264.13992	305
264.16113	302
264.18237	302
264.20358	298
264.22479	303
264.24603	302
264.26724	307
264.28845	304
264.30969	305
264.3309	305
264.35211	304
264.37335	308
