Date and Time:                Thu Oct 27 15:25:27.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283.2
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.5708	306
261.59204	303
261.61328	308
261.63452	298
261.65576	306
261.677	307
261.69827	304
261.71951	309
261.74075	298
261.76199	302
261.78323	311
261.80447	308
261.82571	306
261.84695	310
261.86819	307
261.88943	305
261.91068	308
261.93192	304
261.95316	309
261.9744	304
261.99564	304
262.01688	305
262.03812	309
262.05936	302
262.0806	307
262.10184	303
262.12308	305
262.14432	303
262.16556	304
262.1868	305
262.20801	308
262.22925	305
262.25049	306
262.27173	300
262.29297	309
262.31421	306
262.33545	298
262.35669	303
262.37793	302
262.39917	317
262.42038	302
262.44162	303
262.46286	306
262.4841	299
262.50534	314
262.52658	308
262.54782	303
262.56903	305
262.59027	306
262.61151	306
262.63275	309
262.65399	308
262.6752	309
262.69644	307
262.71768	303
262.73892	307
262.76016	301
262.78137	305
262.80261	303
262.82385	305
262.84509	307
262.8663	307
262.88754	305
262.90878	308
262.93002	297
262.95123	299
262.97247	306
262.99371	303
263.01492	302
263.03616	303
263.0574	302
263.07861	308
263.09985	310
263.12109	307
263.1423	310
263.16354	305
263.18478	308
263.20599	306
263.22723	304
263.24847	300
263.26968	302
263.29092	306
263.31216	304
263.33337	302
263.35461	310
263.37582	309
263.39706	306
263.4183	303
263.43951	300
263.46075	307
263.48196	313
263.5032	302
263.52441	309
263.54565	305
263.56686	305
263.5881	307
263.60934	302
263.63055	311
263.65179	298
263.673	305
263.69424	306
263.71545	301
263.73669	306
263.7579	308
263.77914	305
263.80035	306
263.82159	299
263.8428	303
263.86401	309
263.88525	304
263.90646	309
263.9277	298
263.94891	307
263.97015	301
263.99136	307
264.0126	305
264.03381	302
264.05502	310
264.07626	308
264.09747	304
264.11868	305
264.13992	303
264.16113	307
264.18237	308
264.20358	303
264.22479	307
264.24603	305
264.26724	305
264.28845	298
264.30969	301
264.3309	304
264.35211	303
264.37335	301
