Date and Time:                Thu Oct 27 15:48:57.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283.2
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.5708	299
261.59204	302
261.61328	306
261.63452	297
261.65576	300
261.677	298
261.69827	304
261.71951	298
261.74075	306
261.76199	301
261.78323	306
261.80447	305
261.82571	305
261.84695	300
261.86819	304
261.88943	299
261.91068	298
261.93192	304
261.95316	300
261.9744	303
261.99564	304
262.01688	298
262.03812	305
262.05936	303
262.0806	301
262.10184	302
262.12308	305
262.14432	301
262.16556	307
262.1868	306
262.20801	305
262.22925	305
262.25049	298
262.27173	308
262.29297	305
262.31421	298
262.33545	307
262.35669	296
262.37793	298
262.39917	297
262.42038	307
262.44162	300
262.46286	305
262.4841	298
262.50534	301
262.52658	303
262.54782	303
262.56903	312
262.59027	301
262.61151	303
262.63275	303
262.65399	298
262.6752	304
262.69644	298
262.71768	303
262.73892	302
262.76016	305
262.78137	299
262.80261	304
262.82385	302
262.84509	301
262.8663	292
262.88754	299
262.90878	306
262.93002	298
262.95123	303
262.97247	300
262.99371	309
263.01492	302
263.03616	302
263.0574	308
263.07861	297
263.09985	301
263.12109	302
263.1423	301
263.16354	300
263.18478	292
263.20599	301
263.22723	305
263.24847	303
263.26968	304
263.29092	306
263.31216	300
263.33337	298
263.35461	302
263.37582	296
263.39706	309
263.4183	299
263.43951	298
263.46075	307
263.48196	308
263.5032	304
263.52441	311
263.54565	297
263.56686	305
263.5881	300
263.60934	293
263.63055	305
263.65179	297
263.673	304
263.69424	304
263.71545	300
263.73669	298
263.7579	301
263.77914	300
263.80035	306
263.82159	304
263.8428	299
263.86401	303
263.88525	303
263.90646	301
263.9277	299
263.94891	304
263.97015	308
263.99136	296
264.0126	293
264.03381	307
264.05502	304
264.07626	305
264.09747	303
264.11868	302
264.13992	304
264.16113	305
264.18237	306
264.20358	307
264.22479	307
264.24603	308
264.26724	298
264.28845	299
264.30969	297
264.3309	295
264.35211	301
264.37335	300
