Date and Time:                Thu Oct 27 15:49:50.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283.2
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.5708	5539
261.59204	5270
261.61328	5283
261.63452	5245
261.65576	5275
261.677	5310
261.69827	5329
261.71951	5298
261.74075	5305
261.76199	5288
261.78323	5262
261.80447	5229
261.82571	5190
261.84695	5257
261.86819	5243
261.88943	5253
261.91068	5254
261.93192	5274
261.95316	5311
261.9744	5274
261.99564	5272
262.01688	5259
262.03812	5273
262.05936	5262
262.0806	5310
262.10184	5291
262.12308	5315
262.14432	5312
262.16556	5353
262.1868	5306
262.20801	5326
262.22925	5365
262.25049	5356
262.27173	5389
262.29297	5357
262.31421	5344
262.33545	5389
262.35669	5433
262.37793	5420
262.39917	5431
262.42038	5418
262.44162	5402
262.46286	5341
262.4841	5381
262.50534	5399
262.52658	5406
262.54782	5461
262.56903	5437
262.59027	5449
262.61151	5457
262.63275	5475
262.65399	5466
262.6752	5476
262.69644	5474
262.71768	5493
262.73892	5505
262.76016	5495
262.78137	5509
262.80261	5530
262.82385	5565
262.84509	5550
262.8663	5566
262.88754	5521
262.90878	5576
262.93002	5576
262.95123	5545
262.97247	5531
262.99371	5566
263.01492	5524
263.03616	5462
263.0574	5460
263.07861	5471
263.09985	5471
263.12109	5446
263.1423	5490
263.16354	5490
263.18478	5463
263.20599	5496
263.22723	5492
263.24847	5485
263.26968	5496
263.29092	5504
263.31216	5528
263.33337	5538
263.35461	5572
263.37582	5580
263.39706	5604
263.4183	5605
263.43951	5573
263.46075	5596
263.48196	5608
263.5032	5600
263.52441	5587
263.54565	5556
263.56686	5591
263.5881	5578
263.60934	5621
263.63055	5559
263.65179	5618
263.673	5636
263.69424	5667
263.71545	5629
263.73669	5638
263.7579	5679
263.77914	5662
263.80035	5676
263.82159	5737
263.8428	5769
263.86401	5789
263.88525	5737
263.90646	5727
263.9277	5726
263.94891	5739
263.97015	5751
263.99136	5805
264.0126	5767
