Date and Time:                Thu Oct 27 15:23:59.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283.2
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.5708	307
261.59204	299
261.61328	310
261.63452	298
261.65576	304
261.677	304
261.69827	304
261.71951	311
261.74075	306
261.76199	306
261.78323	306
261.80447	312
261.82571	304
261.84695	303
261.86819	307
261.88943	302
261.91068	306
261.93192	305
261.95316	300
261.9744	311
261.99564	307
262.01688	305
262.03812	305
262.05936	307
262.0806	301
262.10184	308
262.12308	304
262.14432	308
262.16556	301
262.1868	304
262.20801	305
262.22925	303
262.25049	309
262.27173	303
262.29297	309
262.31421	307
262.33545	307
262.35669	305
262.37793	304
262.39917	305
262.42038	306
262.44162	306
262.46286	306
262.4841	305
262.50534	301
262.52658	303
262.54782	306
262.56903	304
262.59027	298
262.61151	314
262.63275	304
262.65399	303
262.6752	303
262.69644	306
262.71768	300
262.73892	307
262.76016	301
262.78137	304
262.80261	298
262.82385	310
262.84509	303
262.8663	299
262.88754	306
262.90878	300
262.93002	308
262.95123	310
262.97247	308
262.99371	304
263.01492	310
263.03616	307
263.0574	304
263.07861	300
263.09985	312
263.12109	306
263.1423	307
263.16354	297
263.18478	311
263.20599	305
263.22723	305
263.24847	303
263.26968	302
263.29092	310
263.31216	305
263.33337	304
263.35461	304
263.37582	299
263.39706	306
263.4183	312
263.43951	306
263.46075	311
263.48196	310
263.5032	302
263.52441	310
263.54565	305
263.56686	299
263.5881	302
263.60934	309
263.63055	305
263.65179	303
263.673	305
263.69424	307
263.71545	304
263.73669	303
263.7579	305
263.77914	300
263.80035	305
263.82159	305
263.8428	307
263.86401	301
263.88525	301
263.90646	303
263.9277	303
263.94891	311
263.97015	311
263.99136	307
264.0126	299
264.03381	302
264.05502	302
264.07626	310
264.09747	307
264.11868	295
264.13992	306
264.16113	310
264.18237	298
264.20358	302
264.22479	305
264.24603	306
264.26724	309
264.28845	303
264.30969	304
264.3309	310
264.35211	302
264.37335	306
