Date and Time:                Thu Oct 27 15:38:58.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283.2
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.5708	303
261.59204	307
261.61328	308
261.63452	300
261.65576	308
261.677	309
261.69827	310
261.71951	302
261.74075	303
261.76199	303
261.78323	308
261.80447	305
261.82571	309
261.84695	302
261.86819	306
261.88943	311
261.91068	306
261.93192	298
261.95316	306
261.9744	309
261.99564	303
262.01688	305
262.03812	302
262.05936	300
262.0806	304
262.10184	297
262.12308	308
262.14432	305
262.16556	305
262.1868	309
262.20801	312
262.22925	308
262.25049	304
262.27173	302
262.29297	306
262.31421	306
262.33545	306
262.35669	306
262.37793	305
262.39917	309
262.42038	301
262.44162	303
262.46286	304
262.4841	304
262.50534	305
262.52658	302
262.54782	301
262.56903	299
262.59027	304
262.61151	306
262.63275	306
262.65399	302
262.6752	304
262.69644	315
262.71768	308
262.73892	306
262.76016	304
262.78137	307
262.80261	304
262.82385	306
262.84509	305
262.8663	305
262.88754	300
262.90878	308
262.93002	299
262.95123	304
262.97247	305
262.99371	303
263.01492	307
263.03616	306
263.0574	305
263.07861	309
263.09985	296
263.12109	307
263.1423	308
263.16354	305
263.18478	300
263.20599	305
263.22723	305
263.24847	304
263.26968	307
263.29092	304
263.31216	306
263.33337	304
263.35461	305
263.37582	304
263.39706	304
263.4183	303
263.43951	297
263.46075	305
263.48196	304
263.5032	308
263.52441	304
263.54565	305
263.56686	299
263.5881	306
263.60934	304
263.63055	305
263.65179	310
263.673	306
263.69424	304
263.71545	307
263.73669	310
263.7579	309
263.77914	299
263.80035	308
263.82159	306
263.8428	295
263.86401	302
263.88525	307
263.90646	314
263.9277	311
263.94891	304
263.97015	303
263.99136	309
264.0126	305
264.03381	302
264.05502	306
264.07626	300
264.09747	304
264.11868	303
264.13992	308
264.16113	303
264.18237	303
264.20358	302
264.22479	305
264.24603	309
264.26724	311
264.28845	305
264.30969	300
264.3309	303
264.35211	302
264.37335	300
