Date and Time:                Thu Oct 27 15:49:59.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283.2
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.5708	5533
261.59204	5328
261.61328	5237
261.63452	5264
261.65576	5274
261.677	5359
261.69827	5346
261.71951	5308
261.74075	5283
261.76199	5295
261.78323	5284
261.80447	5225
261.82571	5222
261.84695	5219
261.86819	5242
261.88943	5251
261.91068	5254
261.93192	5269
261.95316	5280
261.9744	5268
261.99564	5284
262.01688	5292
262.03812	5287
262.05936	5290
262.0806	5298
262.10184	5295
262.12308	5329
262.14432	5306
262.16556	5313
262.1868	5354
262.20801	5376
262.22925	5356
262.25049	5410
262.27173	5384
262.29297	5354
262.31421	5385
262.33545	5414
262.35669	5425
262.37793	5437
262.39917	5420
262.42038	5405
262.44162	5383
262.46286	5374
262.4841	5379
262.50534	5401
262.52658	5442
262.54782	5487
262.56903	5479
262.59027	5468
262.61151	5448
262.63275	5423
262.65399	5470
262.6752	5491
262.69644	5525
262.71768	5496
262.73892	5510
262.76016	5508
262.78137	5544
262.80261	5565
262.82385	5558
262.84509	5572
262.8663	5572
262.88754	5601
262.90878	5577
262.93002	5571
262.95123	5551
262.97247	5572
262.99371	5530
263.01492	5504
263.03616	5447
263.0574	5478
263.07861	5460
263.09985	5474
263.12109	5477
263.1423	5491
263.16354	5480
263.18478	5464
263.20599	5478
263.22723	5475
263.24847	5486
263.26968	5527
263.29092	5556
263.31216	5555
263.33337	5559
263.35461	5579
263.37582	5605
263.39706	5597
263.4183	5598
263.43951	5562
263.46075	5612
263.48196	5611
263.5032	5609
263.52441	5561
263.54565	5560
263.56686	5583
263.5881	5628
263.60934	5579
263.63055	5552
263.65179	5635
263.673	5657
263.69424	5647
263.71545	5619
263.73669	5619
263.7579	5663
263.77914	5708
263.80035	5700
263.82159	5715
263.8428	5769
263.86401	5775
263.88525	5737
263.90646	5744
263.9277	5747
263.94891	5744
263.97015	5766
263.99136	5784
264.0126	5810
