Date and Time:                Thu Oct 27 15:36:30.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283.2
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.5708	305
261.59204	303
261.61328	308
261.63452	306
261.65576	306
261.677	307
261.69827	305
261.71951	306
261.74075	305
261.76199	308
261.78323	301
261.80447	309
261.82571	301
261.84695	309
261.86819	307
261.88943	306
261.91068	305
261.93192	309
261.95316	304
261.9744	307
261.99564	305
262.01688	310
262.03812	304
262.05936	305
262.0806	304
262.10184	308
262.12308	306
262.14432	310
262.16556	304
262.1868	301
262.20801	307
262.22925	307
262.25049	298
262.27173	307
262.29297	299
262.31421	307
262.33545	297
262.35669	309
262.37793	310
262.39917	307
262.42038	309
262.44162	308
262.46286	307
262.4841	305
262.50534	302
262.52658	302
262.54782	305
262.56903	306
262.59027	304
262.61151	307
262.63275	306
262.65399	305
262.6752	301
262.69644	300
262.71768	307
262.73892	300
262.76016	301
262.78137	306
262.80261	308
262.82385	300
262.84509	305
262.8663	303
262.88754	311
262.90878	298
262.93002	309
262.95123	301
262.97247	303
262.99371	303
263.01492	313
263.03616	303
263.0574	305
263.07861	314
263.09985	306
263.12109	305
263.1423	299
263.16354	301
263.18478	308
263.20599	302
263.22723	310
263.24847	300
263.26968	315
263.29092	308
263.31216	306
263.33337	306
263.35461	301
263.37582	300
263.39706	305
263.4183	311
263.43951	308
263.46075	305
263.48196	305
263.5032	301
263.52441	309
263.54565	306
263.56686	304
263.5881	298
263.60934	313
263.63055	304
263.65179	306
263.673	306
263.69424	308
263.71545	308
263.73669	293
263.7579	305
263.77914	308
263.80035	304
263.82159	303
263.8428	309
263.86401	308
263.88525	305
263.90646	313
263.9277	294
263.94891	311
263.97015	300
263.99136	306
264.0126	304
264.03381	306
264.05502	307
264.07626	305
264.09747	307
264.11868	308
264.13992	305
264.16113	309
264.18237	310
264.20358	304
264.22479	300
264.24603	301
264.26724	307
264.28845	307
264.30969	312
264.3309	313
264.35211	305
264.37335	303
