Date and Time:                Thu Oct 27 15:36:06.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              283.2
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



261.5708	302
261.59204	311
261.61328	308
261.63452	306
261.65576	306
261.677	310
261.69827	303
261.71951	308
261.74075	307
261.76199	305
261.78323	307
261.80447	310
261.82571	307
261.84695	305
261.86819	308
261.88943	309
261.91068	305
261.93192	306
261.95316	308
261.9744	307
261.99564	305
262.01688	307
262.03812	301
262.05936	301
262.0806	306
262.10184	304
262.12308	306
262.14432	312
262.16556	308
262.1868	305
262.20801	304
262.22925	305
262.25049	309
262.27173	304
262.29297	306
262.31421	303
262.33545	305
262.35669	300
262.37793	306
262.39917	306
262.42038	300
262.44162	304
262.46286	308
262.4841	311
262.50534	309
262.52658	307
262.54782	306
262.56903	309
262.59027	307
262.61151	300
262.63275	307
262.65399	302
262.6752	306
262.69644	307
262.71768	303
262.73892	309
262.76016	308
262.78137	305
262.80261	308
262.82385	308
262.84509	308
262.8663	302
262.88754	307
262.90878	304
262.93002	306
262.95123	306
262.97247	298
262.99371	306
263.01492	306
263.03616	308
263.0574	304
263.07861	302
263.09985	303
263.12109	305
263.1423	308
263.16354	304
263.18478	306
263.20599	299
263.22723	309
263.24847	303
263.26968	306
263.29092	308
263.31216	305
263.33337	302
263.35461	306
263.37582	304
263.39706	302
263.4183	307
263.43951	304
263.46075	307
263.48196	301
263.5032	306
263.52441	302
263.54565	305
263.56686	301
263.5881	304
263.60934	305
263.63055	301
263.65179	302
263.673	310
263.69424	308
263.71545	307
263.73669	297
263.7579	303
263.77914	306
263.80035	303
263.82159	301
263.8428	310
263.86401	298
263.88525	309
263.90646	302
263.9277	307
263.94891	304
263.97015	303
263.99136	308
264.0126	300
264.03381	301
264.05502	312
264.07626	307
264.09747	303
264.11868	297
264.13992	307
264.16113	305
264.18237	301
264.20358	301
264.22479	308
264.24603	300
264.26724	304
264.28845	309
264.30969	311
264.3309	305
264.35211	302
264.37335	306
