Date and Time:                Wed Apr 6 13:37:37.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              279
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



269.07523	31365
269.08499	29942
269.09479	30015
269.10455	30098
269.11432	30278
269.12411	30107
269.13388	29858
269.14365	29931
269.15344	30259
269.16321	30212
269.17297	30173
269.18277	29869
269.19254	29910
269.2023	30012
269.2121	29910
269.22186	29751
269.23163	29947
269.24142	30278
269.25119	30432
269.26096	30161
269.27072	29958
269.28052	29863
269.29028	29780
269.30005	29716
269.30984	29417
269.31961	29375
269.32938	29598
269.33914	29449
269.34894	29358
269.3587	29335
269.36847	29539
269.37823	29440
269.388	29434
269.3978	29506
269.40756	29407
269.41733	29268
269.42709	29196
269.43689	29195
269.44666	29316
269.45642	29207
269.46619	29187
269.47595	29325
269.48575	29640
269.49551	29702
269.50528	29507
269.51505	29377
269.52481	29308
269.53458	29319
269.54437	29433
269.55414	29531
269.5639	29865
269.57367	29942
269.58344	29872
269.5932	29805
269.60297	29678
269.61273	29699
269.62253	29810
269.63229	29742
269.64206	29894
269.65182	29964
269.66159	29840
269.67136	29778
269.68112	29821
269.69089	29681
269.70065	29604
269.71042	29544
269.72021	29547
269.72998	29499
269.73975	29374
269.74951	29338
269.75928	29554
269.76904	29510
269.77881	29573
269.78857	29543
269.79834	29802
269.80811	29632
269.81787	29588
269.82764	29642
269.8374	29603
269.84717	29354
269.85693	29318
269.8667	29340
269.87646	29387
269.88623	29243
269.896	29148
269.90576	29110
269.91553	29253
269.92529	29246
269.93506	29105
269.94482	29229
269.95459	29158
269.96436	29027
269.97412	29122
269.98389	29234
269.99365	29333
270.00342	29369
270.01318	29400
270.02292	29499
270.03268	29405
270.04245	29390
270.05222	29286
270.06198	29424
270.07175	29444
270.08151	29380
270.09128	29332
270.10104	29200
270.11081	29134
270.12054	29106
270.13031	29165
270.14008	29477
270.14984	29675
270.15961	29765
270.16937	29755
270.17914	29652
270.18887	29604
270.19864	29609
270.2084	29731
