Date and Time:                Wed Apr 6 12:20:48.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              279
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



269.07523	311
269.08499	314
269.09479	308
269.10455	310
269.11432	309
269.12411	311
269.13388	308
269.14365	308
269.15344	305
269.16321	303
269.17297	308
269.18277	301
269.19254	313
269.2023	308
269.2121	303
269.22186	315
269.23163	311
269.24142	306
269.25119	303
269.26096	307
269.27072	305
269.28052	311
269.29028	307
269.30005	315
269.30984	310
269.31961	307
269.32938	311
269.33914	302
269.34894	312
269.3587	306
269.36847	306
269.37823	306
269.388	304
269.3978	304
269.40756	305
269.41733	303
269.42709	311
269.43689	311
269.44666	303
269.45642	306
269.46619	311
269.47595	310
269.48575	309
269.49551	311
269.50528	307
269.51505	304
269.52481	312
269.53458	304
269.54437	304
269.55414	302
269.5639	311
269.57367	311
269.58344	313
269.5932	306
269.60297	308
269.61273	307
269.62253	307
269.63229	313
269.64206	309
269.65182	309
269.66159	309
269.67136	307
269.68112	309
269.69089	306
269.70065	307
269.71042	314
269.72021	311
269.72998	308
269.73975	306
269.74951	310
269.75928	303
269.76904	309
269.77881	304
269.78857	305
269.79834	312
269.80811	303
269.81787	309
269.82764	308
269.8374	305
269.84717	307
269.85693	307
269.8667	313
269.87646	310
269.88623	309
269.896	309
269.90576	309
269.91553	307
269.92529	309
269.93506	307
269.94482	305
269.95459	303
269.96436	303
269.97412	306
269.98389	310
269.99365	310
270.00342	302
270.01318	309
270.02292	312
270.03268	307
270.04245	308
270.05222	305
270.06198	314
270.07175	309
270.08151	307
270.09128	311
270.10104	304
270.11081	306
270.12054	309
270.13031	299
270.14008	306
270.14984	300
270.15961	308
270.16937	314
270.17914	312
270.18887	310
270.19864	312
270.2084	305
270.21817	304
270.22794	307
270.2377	314
270.24744	308
270.2572	307
270.26697	310
270.27673	308
270.2865	307
270.29626	309
270.306	310
270.31577	302
270.32553	313
270.3353	310
270.34503	305
270.3548	309
270.36456	306
270.37433	306
