Date and Time:                Wed Apr 6 12:20:00.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              279
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



269.07523	309
269.08499	307
269.09479	306
269.10455	311
269.11432	306
269.12411	302
269.13388	310
269.14365	311
269.15344	309
269.16321	314
269.17297	310
269.18277	313
269.19254	307
269.2023	307
269.2121	312
269.22186	314
269.23163	311
269.24142	316
269.25119	305
269.26096	306
269.27072	311
269.28052	309
269.29028	307
269.30005	301
269.30984	312
269.31961	309
269.32938	307
269.33914	308
269.34894	312
269.3587	312
269.36847	306
269.37823	304
269.388	313
269.3978	304
269.40756	310
269.41733	310
269.42709	306
269.43689	307
269.44666	309
269.45642	304
269.46619	311
269.47595	308
269.48575	306
269.49551	308
269.50528	301
269.51505	307
269.52481	308
269.53458	305
269.54437	308
269.55414	305
269.5639	310
269.57367	308
269.58344	308
269.5932	309
269.60297	311
269.61273	307
269.62253	310
269.63229	304
269.64206	309
269.65182	308
269.66159	308
269.67136	306
269.68112	305
269.69089	308
269.70065	303
269.71042	310
269.72021	305
269.72998	307
269.73975	306
269.74951	311
269.75928	302
269.76904	309
269.77881	310
269.78857	316
269.79834	308
269.80811	306
269.81787	306
269.82764	312
269.8374	307
269.84717	305
269.85693	312
269.8667	310
269.87646	312
269.88623	303
269.896	305
269.90576	307
269.91553	308
269.92529	308
269.93506	304
269.94482	311
269.95459	311
269.96436	309
269.97412	310
269.98389	311
269.99365	311
270.00342	303
270.01318	307
270.02292	302
270.03268	305
270.04245	307
270.05222	306
270.06198	308
270.07175	306
270.08151	308
270.09128	301
270.10104	308
270.11081	306
270.12054	307
270.13031	305
270.14008	307
270.14984	307
270.15961	308
270.16937	306
270.17914	308
270.18887	311
270.19864	307
270.2084	310
270.21817	314
270.22794	308
270.2377	307
270.24744	312
270.2572	310
270.26697	310
270.27673	308
270.2865	303
270.29626	307
270.306	310
270.31577	301
270.32553	310
270.3353	302
270.34503	307
270.3548	305
270.36456	306
270.37433	306
