Date and Time:                Wed Apr 6 12:19:41.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              279
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



269.07523	312
269.08499	310
269.09479	306
269.10455	307
269.11432	307
269.12411	309
269.13388	307
269.14365	303
269.15344	304
269.16321	305
269.17297	305
269.18277	306
269.19254	305
269.2023	306
269.2121	308
269.22186	315
269.23163	302
269.24142	302
269.25119	310
269.26096	305
269.27072	306
269.28052	307
269.29028	315
269.30005	313
269.30984	303
269.31961	313
269.32938	305
269.33914	312
269.34894	303
269.3587	310
269.36847	304
269.37823	308
269.388	306
269.3978	305
269.40756	299
269.41733	303
269.42709	310
269.43689	310
269.44666	306
269.45642	308
269.46619	311
269.47595	311
269.48575	311
269.49551	301
269.50528	308
269.51505	307
269.52481	308
269.53458	308
269.54437	306
269.55414	307
269.5639	310
269.57367	308
269.58344	302
269.5932	302
269.60297	302
269.61273	310
269.62253	304
269.63229	302
269.64206	305
269.65182	307
269.66159	306
269.67136	306
269.68112	303
269.69089	308
269.70065	300
269.71042	306
269.72021	305
269.72998	303
269.73975	311
269.74951	307
269.75928	309
269.76904	311
269.77881	304
269.78857	301
269.79834	301
269.80811	303
269.81787	302
269.82764	307
269.8374	304
269.84717	310
269.85693	306
269.8667	306
269.87646	302
269.88623	297
269.896	307
269.90576	312
269.91553	307
269.92529	309
269.93506	313
269.94482	301
269.95459	308
269.96436	309
269.97412	310
269.98389	309
269.99365	314
270.00342	303
270.01318	311
270.02292	304
270.03268	303
270.04245	309
270.05222	308
270.06198	310
270.07175	302
270.08151	307
270.09128	313
270.10104	305
270.11081	308
270.12054	309
270.13031	304
270.14008	312
270.14984	309
270.15961	306
270.16937	305
270.17914	313
270.18887	307
270.19864	307
270.2084	304
270.21817	308
270.22794	304
270.2377	303
270.24744	307
270.2572	305
270.26697	316
270.27673	310
270.2865	301
270.29626	307
270.306	301
270.31577	307
270.32553	307
270.3353	311
270.34503	309
270.3548	305
270.36456	309
270.37433	303
