Date and Time:                Wed Apr 6 12:18:06.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              279
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



269.07523	307
269.08499	315
269.09479	308
269.10455	305
269.11432	305
269.12411	308
269.13388	309
269.14365	313
269.15344	311
269.16321	310
269.17297	303
269.18277	311
269.19254	310
269.2023	307
269.2121	306
269.22186	311
269.23163	308
269.24142	304
269.25119	306
269.26096	300
269.27072	309
269.28052	310
269.29028	312
269.30005	313
269.30984	312
269.31961	308
269.32938	307
269.33914	313
269.34894	305
269.3587	304
269.36847	315
269.37823	311
269.388	306
269.3978	310
269.40756	309
269.41733	308
269.42709	312
269.43689	306
269.44666	303
269.45642	312
269.46619	309
269.47595	314
269.48575	310
269.49551	311
269.50528	309
269.51505	309
269.52481	309
269.53458	304
269.54437	306
269.55414	304
269.5639	313
269.57367	309
269.58344	306
269.5932	310
269.60297	308
269.61273	306
269.62253	308
269.63229	315
269.64206	314
269.65182	309
269.66159	310
269.67136	309
269.68112	314
269.69089	308
269.70065	312
269.71042	309
269.72021	313
269.72998	310
269.73975	310
269.74951	310
269.75928	306
269.76904	310
269.77881	314
269.78857	310
269.79834	313
269.80811	308
269.81787	310
269.82764	313
269.8374	307
269.84717	310
269.85693	313
269.8667	303
269.87646	306
269.88623	305
269.896	304
269.90576	307
269.91553	311
269.92529	311
269.93506	306
269.94482	312
269.95459	307
269.96436	313
269.97412	313
269.98389	309
269.99365	312
270.00342	301
270.01318	308
270.02292	309
270.03268	308
270.04245	308
270.05222	310
270.06198	307
270.07175	305
270.08151	307
270.09128	313
270.10104	310
270.11081	300
270.12054	311
270.13031	309
270.14008	311
270.14984	310
270.15961	304
270.16937	305
270.17914	308
270.18887	312
270.19864	306
270.2084	312
270.21817	306
270.22794	311
270.2377	308
270.24744	308
270.2572	311
270.26697	308
270.27673	308
270.2865	307
270.29626	311
270.306	302
270.31577	304
270.32553	308
270.3353	305
270.34503	314
270.3548	306
270.36456	310
270.37433	307
