Date and Time:                Wed Apr 6 14:02:35.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1200
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              279
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



269.07523	2569
269.08499	2457
269.09479	2254
269.10455	2236
269.11432	2370
269.12411	2366
269.13388	2220
269.14365	2288
269.15344	2102
269.16321	2190
269.17297	2244
269.18277	2481
269.19254	2272
269.2023	2273
269.2121	2220
269.22186	2193
269.23163	2303
269.24142	2084
269.25119	2528
269.26096	2210
269.27072	2335
269.28052	2481
269.29028	2364
269.30005	2174
269.30984	2126
269.31961	2296
269.32938	2177
269.33914	2085
269.34894	1979
269.3587	2073
269.36847	1933
269.37823	2111
269.388	2084
269.3978	2158
269.40756	2168
269.41733	2302
269.42709	2167
269.43689	2229
269.44666	2250
269.45642	2360
269.46619	2010
269.47595	2212
269.48575	2030
269.49551	2072
269.50528	2239
269.51505	2195
269.52481	2108
269.53458	1931
269.54437	2255
269.55414	2017
269.5639	2003
269.57367	2043
269.58344	2100
269.5932	2163
269.60297	2189
269.61273	2187
269.62253	2127
269.63229	2353
269.64206	2112
269.65182	1936
269.66159	2197
269.67136	1930
269.68112	2455
269.69089	1924
269.70065	2003
269.71042	1898
269.72021	2026
269.72998	2078
269.73975	2344
269.74951	2079
269.75928	2032
269.76904	2047
269.77881	2387
269.78857	1970
269.79834	2128
269.80811	2141
269.81787	2084
269.82764	1880
269.8374	1985
269.84717	2034
269.85693	1926
269.8667	2101
269.87646	1844
269.88623	1937
269.896	1823
269.90576	1933
269.91553	1871
269.92529	1960
269.93506	1917
269.94482	2024
269.95459	1935
269.96436	1834
269.97412	1968
269.98389	1925
269.99365	1812
270.00342	1753
270.01318	2066
270.02292	1853
270.03268	1803
270.04245	1774
270.05222	1799
270.06198	1695
270.07175	1834
270.08151	1917
270.09128	1704
270.10104	1802
270.11081	1740
270.12054	1828
270.13031	2086
270.14008	2216
270.14984	1724
270.15961	1782
270.16937	1754
270.17914	1712
270.18887	1889
270.19864	1817
270.2084	1737
