Date and Time:                Wed Apr 6 12:18:14.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              279
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



269.07523	311
269.08499	313
269.09479	312
269.10455	307
269.11432	306
269.12411	306
269.13388	308
269.14365	310
269.15344	307
269.16321	307
269.17297	312
269.18277	311
269.19254	308
269.2023	309
269.2121	310
269.22186	312
269.23163	307
269.24142	310
269.25119	309
269.26096	315
269.27072	311
269.28052	306
269.29028	311
269.30005	313
269.30984	311
269.31961	309
269.32938	308
269.33914	311
269.34894	314
269.3587	305
269.36847	307
269.37823	317
269.388	309
269.3978	310
269.40756	313
269.41733	308
269.42709	308
269.43689	313
269.44666	314
269.45642	316
269.46619	307
269.47595	313
269.48575	311
269.49551	308
269.50528	309
269.51505	304
269.52481	309
269.53458	303
269.54437	311
269.55414	309
269.5639	314
269.57367	306
269.58344	306
269.5932	308
269.60297	312
269.61273	306
269.62253	304
269.63229	310
269.64206	309
269.65182	306
269.66159	299
269.67136	313
269.68112	304
269.69089	307
269.70065	306
269.71042	313
269.72021	310
269.72998	310
269.73975	310
269.74951	304
269.75928	308
269.76904	310
269.77881	311
269.78857	304
269.79834	307
269.80811	309
269.81787	312
269.82764	308
269.8374	307
269.84717	310
269.85693	310
269.8667	313
269.87646	304
269.88623	305
269.896	306
269.90576	304
269.91553	310
269.92529	311
269.93506	311
269.94482	304
269.95459	310
269.96436	304
269.97412	308
269.98389	310
269.99365	309
270.00342	305
270.01318	314
270.02292	314
270.03268	311
270.04245	309
270.05222	311
270.06198	311
270.07175	312
270.08151	313
270.09128	310
270.10104	307
270.11081	307
270.12054	305
270.13031	313
270.14008	306
270.14984	305
270.15961	307
270.16937	305
270.17914	302
270.18887	307
270.19864	315
270.2084	303
270.21817	310
270.22794	309
270.2377	313
270.24744	303
270.2572	308
270.26697	310
270.27673	308
270.2865	306
270.29626	305
270.306	309
270.31577	304
270.32553	316
270.3353	307
270.34503	305
270.3548	311
270.36456	308
270.37433	311
