Date and Time:                Wed Apr 6 12:19:01.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              279
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



269.07523	315
269.08499	306
269.09479	309
269.10455	302
269.11432	311
269.12411	308
269.13388	303
269.14365	309
269.15344	309
269.16321	310
269.17297	302
269.18277	311
269.19254	303
269.2023	310
269.2121	309
269.22186	305
269.23163	309
269.24142	311
269.25119	311
269.26096	310
269.27072	313
269.28052	311
269.29028	305
269.30005	298
269.30984	305
269.31961	309
269.32938	306
269.33914	303
269.34894	308
269.3587	306
269.36847	306
269.37823	314
269.388	307
269.3978	305
269.40756	307
269.41733	305
269.42709	308
269.43689	305
269.44666	309
269.45642	306
269.46619	304
269.47595	309
269.48575	310
269.49551	301
269.50528	307
269.51505	306
269.52481	309
269.53458	302
269.54437	309
269.55414	305
269.5639	306
269.57367	307
269.58344	311
269.5932	301
269.60297	309
269.61273	308
269.62253	313
269.63229	314
269.64206	309
269.65182	309
269.66159	308
269.67136	308
269.68112	317
269.69089	303
269.70065	311
269.71042	309
269.72021	306
269.72998	303
269.73975	307
269.74951	305
269.75928	306
269.76904	307
269.77881	304
269.78857	307
269.79834	313
269.80811	311
269.81787	308
269.82764	311
269.8374	307
269.84717	310
269.85693	309
269.8667	309
269.87646	303
269.88623	309
269.896	305
269.90576	308
269.91553	303
269.92529	309
269.93506	305
269.94482	310
269.95459	307
269.96436	306
269.97412	303
269.98389	311
269.99365	303
270.00342	309
270.01318	305
270.02292	310
270.03268	313
270.04245	309
270.05222	312
270.06198	306
270.07175	308
270.08151	315
270.09128	307
270.10104	311
270.11081	313
270.12054	303
270.13031	310
270.14008	305
270.14984	308
270.15961	301
270.16937	312
270.17914	308
270.18887	302
270.19864	309
270.2084	306
270.21817	310
270.22794	308
270.2377	310
270.24744	313
270.2572	308
270.26697	299
270.27673	307
270.2865	310
270.29626	305
270.306	304
270.31577	307
270.32553	310
270.3353	310
270.34503	307
270.3548	303
270.36456	310
270.37433	309
