Date and Time:                Wed Apr 6 12:22:28.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1200
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              279
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



269.07523	3434
269.08499	3252
269.09479	3079
269.10455	3049
269.11432	3188
269.12411	3169
269.13388	3040
269.14365	3121
269.15344	2934
269.16321	3013
269.17297	3079
269.18277	3305
269.19254	3084
269.2023	3098
269.2121	3005
269.22186	3026
269.23163	3116
269.24142	2937
269.25119	3347
269.26096	3019
269.27072	3032
269.28052	3020
269.29028	3172
269.30005	3016
269.30984	2953
269.31961	3100
269.32938	2995
269.33914	2910
269.34894	2797
269.3587	2885
269.36847	2781
269.37823	2930
269.388	2955
269.3978	2974
269.40756	2997
269.41733	3152
269.42709	2970
269.43689	3076
269.44666	3089
269.45642	3185
269.46619	2866
269.47595	3039
269.48575	2862
269.49551	2923
269.50528	3056
269.51505	3011
269.52481	2912
269.53458	2759
269.54437	3085
269.55414	2881
269.5639	2835
269.57367	2900
269.58344	2918
269.5932	2993
269.60297	3044
269.61273	3029
269.62253	2933
269.63229	3192
269.64206	2928
269.65182	2792
269.66159	2993
269.67136	2787
269.68112	3277
269.69089	2773
269.70065	2851
269.71042	2751
269.72021	2875
269.72998	2898
269.73975	3209
269.74951	2931
269.75928	2865
269.76904	2871
269.77881	3212
269.78857	2816
269.79834	2991
269.80811	2998
269.81787	2912
269.82764	2717
269.8374	2817
269.84717	2881
269.85693	2708
269.8667	2954
269.87646	2701
269.88623	2802
269.896	2662
269.90576	2797
269.91553	2744
269.92529	2810
269.93506	2775
269.94482	2853
269.95459	2771
269.96436	2647
269.97412	2828
269.98389	2772
269.99365	2650
270.00342	2602
270.01318	2927
270.02292	2739
270.03268	2662
270.04245	2654
270.05222	2659
270.06198	2568
270.07175	2654
270.08151	2740
270.09128	2568
270.10104	2652
270.11081	2586
270.12054	2670
270.13031	2933
270.14008	3078
270.14984	2570
270.15961	2614
270.16937	2661
270.17914	2674
270.18887	2821
270.19864	2703
270.2084	2604
