Date and Time:                Wed Apr 6 13:41:57.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              279
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



269.07523	300
269.08499	308
269.09479	303
269.10455	303
269.11432	296
269.12411	306
269.13388	304
269.14365	302
269.15344	304
269.16321	303
269.17297	302
269.18277	307
269.19254	305
269.2023	300
269.2121	303
269.22186	306
269.23163	305
269.24142	296
269.25119	302
269.26096	299
269.27072	302
269.28052	304
269.29028	306
269.30005	301
269.30984	304
269.31961	309
269.32938	306
269.33914	306
269.34894	300
269.3587	302
269.36847	306
269.37823	301
269.388	302
269.3978	305
269.40756	305
269.41733	303
269.42709	305
269.43689	303
269.44666	303
269.45642	305
269.46619	298
269.47595	305
269.48575	305
269.49551	304
269.50528	303
269.51505	306
269.52481	307
269.53458	303
269.54437	308
269.55414	301
269.5639	307
269.57367	305
269.58344	297
269.5932	306
269.60297	297
269.61273	302
269.62253	302
269.63229	305
269.64206	307
269.65182	305
269.66159	302
269.67136	299
269.68112	307
269.69089	305
269.70065	295
269.71042	296
269.72021	298
269.72998	305
269.73975	303
269.74951	302
269.75928	300
269.76904	299
269.77881	300
269.78857	305
269.79834	307
269.80811	296
269.81787	304
269.82764	306
269.8374	304
269.84717	298
269.85693	298
269.8667	301
269.87646	304
269.88623	300
269.896	300
269.90576	302
269.91553	304
269.92529	300
269.93506	305
269.94482	306
269.95459	295
269.96436	300
269.97412	304
269.98389	308
269.99365	304
270.00342	304
270.01318	303
270.02292	300
270.03268	307
270.04245	301
270.05222	306
270.06198	305
270.07175	301
270.08151	302
270.09128	302
270.10104	308
270.11081	304
270.12054	296
270.13031	307
270.14008	300
270.14984	298
270.15961	303
270.16937	298
270.17914	299
270.18887	301
270.19864	302
270.2084	300
270.21817	304
270.22794	303
270.2377	301
270.24744	304
270.2572	302
270.26697	299
270.27673	305
270.2865	302
270.29626	309
270.306	299
270.31577	307
270.32553	301
270.3353	304
270.34503	299
270.3548	303
270.36456	302
270.37433	303
