Date and Time:                Wed Apr 6 12:17:29.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              279
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



269.07523	31754
269.08499	30405
269.09479	30527
269.10455	30524
269.11432	30633
269.12411	30557
269.13388	30270
269.14365	30366
269.15344	30673
269.16321	30714
269.17297	30534
269.18277	30367
269.19254	30430
269.2023	30493
269.2121	30431
269.22186	30202
269.23163	30416
269.24142	30806
269.25119	30936
269.26096	30628
269.27072	30351
269.28052	30297
269.29028	30204
269.30005	30077
269.30984	29975
269.31961	29803
269.32938	29972
269.33914	29987
269.34894	29835
269.3587	29827
269.36847	29876
269.37823	29896
269.388	29851
269.3978	29935
269.40756	29880
269.41733	29689
269.42709	29549
269.43689	29631
269.44666	29704
269.45642	29682
269.46619	29659
269.47595	29751
269.48575	30045
269.49551	30168
269.50528	30017
269.51505	29864
269.52481	29743
269.53458	29786
269.54437	29869
269.55414	30015
269.5639	30242
269.57367	30391
269.58344	30334
269.5932	30279
269.60297	30144
269.61273	30223
269.62253	30244
269.63229	30231
269.64206	30412
269.65182	30347
269.66159	30231
269.67136	30183
269.68112	30233
269.69089	30202
269.70065	30050
269.71042	30023
269.72021	29968
269.72998	29881
269.73975	29861
269.74951	29820
269.75928	30000
269.76904	29940
269.77881	29932
269.78857	30031
269.79834	30213
269.80811	30104
269.81787	30051
269.82764	30049
269.8374	29970
269.84717	29846
269.85693	29776
269.8667	29785
269.87646	29797
269.88623	29552
269.896	29541
269.90576	29518
269.91553	29688
269.92529	29656
269.93506	29533
269.94482	29599
269.95459	29563
269.96436	29442
269.97412	29470
269.98389	29665
269.99365	29851
270.00342	29824
270.01318	29952
270.02292	29859
270.03268	29874
270.04245	29788
270.05222	29849
270.06198	29857
270.07175	29943
270.08151	29925
270.09128	29766
270.10104	29702
270.11081	29562
270.12054	29591
270.13031	29618
270.14008	29846
270.14984	30150
270.15961	30216
270.16937	30198
270.17914	30068
270.18887	30040
270.19864	30142
270.2084	30201
