Date and Time:                Wed Apr 6 12:20:56.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              279
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



269.07523	315
269.08499	311
269.09479	312
269.10455	309
269.11432	313
269.12411	301
269.13388	306
269.14365	312
269.15344	307
269.16321	306
269.17297	305
269.18277	303
269.19254	313
269.2023	306
269.2121	311
269.22186	303
269.23163	306
269.24142	307
269.25119	307
269.26096	305
269.27072	303
269.28052	304
269.29028	311
269.30005	306
269.30984	309
269.31961	307
269.32938	309
269.33914	309
269.34894	304
269.3587	308
269.36847	310
269.37823	307
269.388	306
269.3978	309
269.40756	311
269.41733	307
269.42709	315
269.43689	307
269.44666	308
269.45642	313
269.46619	305
269.47595	308
269.48575	311
269.49551	307
269.50528	307
269.51505	309
269.52481	314
269.53458	305
269.54437	310
269.55414	313
269.5639	305
269.57367	311
269.58344	304
269.5932	303
269.60297	308
269.61273	312
269.62253	304
269.63229	309
269.64206	305
269.65182	300
269.66159	307
269.67136	312
269.68112	313
269.69089	306
269.70065	309
269.71042	310
269.72021	311
269.72998	310
269.73975	303
269.74951	313
269.75928	309
269.76904	306
269.77881	314
269.78857	316
269.79834	309
269.80811	307
269.81787	305
269.82764	308
269.8374	308
269.84717	299
269.85693	304
269.8667	301
269.87646	308
269.88623	303
269.896	304
269.90576	309
269.91553	307
269.92529	310
269.93506	311
269.94482	309
269.95459	307
269.96436	307
269.97412	311
269.98389	304
269.99365	300
270.00342	310
270.01318	308
270.02292	305
270.03268	305
270.04245	305
270.05222	313
270.06198	307
270.07175	309
270.08151	302
270.09128	313
270.10104	310
270.11081	310
270.12054	313
270.13031	309
270.14008	310
270.14984	311
270.15961	308
270.16937	316
270.17914	309
270.18887	305
270.19864	310
270.2084	304
270.21817	317
270.22794	308
270.2377	305
270.24744	309
270.2572	305
270.26697	303
270.27673	308
270.2865	313
270.29626	309
270.306	307
270.31577	303
270.32553	310
270.3353	308
270.34503	305
270.3548	301
270.36456	310
270.37433	313
