Date and Time:                Wed Apr 6 13:41:51.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              279
Grating Groove Density (l/mm):2400
Grating Blaze:                BH
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



269.07523	301
269.08499	300
269.09479	307
269.10455	309
269.11432	305
269.12411	302
269.13388	303
269.14365	302
269.15344	300
269.16321	298
269.17297	306
269.18277	308
269.19254	298
269.2023	296
269.2121	303
269.22186	309
269.23163	299
269.24142	303
269.25119	302
269.26096	300
269.27072	304
269.28052	303
269.29028	307
269.30005	300
269.30984	307
269.31961	303
269.32938	306
269.33914	305
269.34894	310
269.3587	305
269.36847	296
269.37823	305
269.388	305
269.3978	305
269.40756	303
269.41733	308
269.42709	303
269.43689	304
269.44666	299
269.45642	305
269.46619	308
269.47595	300
269.48575	295
269.49551	304
269.50528	310
269.51505	303
269.52481	297
269.53458	302
269.54437	298
269.55414	308
269.5639	308
269.57367	300
269.58344	306
269.5932	304
269.60297	299
269.61273	303
269.62253	307
269.63229	299
269.64206	301
269.65182	305
269.66159	306
269.67136	300
269.68112	305
269.69089	305
269.70065	303
269.71042	304
269.72021	302
269.72998	307
269.73975	302
269.74951	304
269.75928	309
269.76904	311
269.77881	304
269.78857	299
269.79834	297
269.80811	303
269.81787	301
269.82764	302
269.8374	301
269.84717	309
269.85693	302
269.8667	310
269.87646	295
269.88623	303
269.896	309
269.90576	306
269.91553	299
269.92529	300
269.93506	307
269.94482	304
269.95459	301
269.96436	299
269.97412	298
269.98389	306
269.99365	302
270.00342	306
270.01318	307
270.02292	303
270.03268	301
270.04245	301
270.05222	304
270.06198	301
270.07175	301
270.08151	303
270.09128	316
270.10104	303
270.11081	296
270.12054	305
270.13031	302
270.14008	304
270.14984	307
270.15961	307
270.16937	301
270.17914	299
270.18887	304
270.19864	302
270.2084	301
270.21817	304
270.22794	303
270.2377	301
270.24744	304
270.2572	296
270.26697	304
270.27673	304
270.2865	301
270.29626	304
270.306	302
270.31577	307
270.32553	308
270.3353	306
270.34503	291
270.3548	307
270.36456	302
270.37433	303
