Date and Time:                Fri Oct 7 11:54:15.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         28
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              225
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



203.08546	3221
203.10698	3102
203.12848	3080
203.14999	3092
203.17151	3090
203.19302	3152
203.21452	3150
203.23604	3167
203.25755	3182
203.27905	3170
203.30057	3149
203.32208	3142
203.34358	3182
203.3651	3205
203.38661	3195
203.40811	3245
203.42963	3274
203.45113	3280
203.47264	3295
203.49416	3288
203.51566	3327
203.53717	3324
203.55867	3355
203.58018	3356
203.60168	3353
203.6232	3393
203.6447	3424
203.66621	3494
203.68771	3467
203.70923	3497
203.73073	3507
203.75224	3487
203.77374	3542
203.79526	3545
203.81676	3580
203.83827	3577
203.85977	3622
203.88127	3589
203.90279	3665
203.92429	3693
203.94579	3688
203.9673	3684
203.9888	3666
204.01031	3702
204.03181	3732
204.05331	3774
204.07481	3766
204.09633	3781
204.11783	3786
204.13933	3832
204.16084	3855
204.18234	3844
204.20384	3893
204.22534	3892
204.24684	3927
204.26836	3920
204.28986	3960
204.31136	4038
204.33286	3981
204.35435	3996
204.37587	4025
204.39737	4051
204.41887	4053
204.44037	4062
204.46187	4080
204.48337	4099
204.50487	4110
204.52637	4129
204.54787	4165
204.56937	4152
204.59087	4154
204.61237	4210
204.63387	4256
204.65536	4251
204.67688	4273
204.69836	4316
204.71986	4326
204.74136	4324
204.76286	4329
204.78436	4397
204.80586	4389
204.82736	4415
204.84886	4413
204.87036	4466
204.89186	4429
204.91336	4483
204.93486	4530
204.95636	4570
204.97784	4597
204.99934	4611
205.02084	4628
205.04234	4646
205.06384	4679
205.08534	4711
205.10683	4729
205.12833	4786
205.14983	4795
205.17133	4803
205.19281	4834
205.21431	4874
205.23581	4879
205.25731	4915
205.27879	4939
205.30029	4958
205.32179	4990
205.34328	5017
205.36478	5052
205.38628	5082
205.40776	5097
205.42926	5132
205.45074	5113
205.47224	5115
205.49374	5159
205.51523	5192
205.53673	5252
205.55821	5224
205.57971	5238
