Date and Time:                Fri Oct 7 11:51:16.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         28
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              225
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



203.08546	3251
203.10698	3130
203.12848	3126
203.14999	3130
203.17151	3175
203.19302	3195
203.21452	3200
203.23604	3238
203.25755	3207
203.27905	3226
203.30057	3219
203.32208	3237
203.34358	3218
203.3651	3220
203.38661	3221
203.40811	3264
203.42963	3305
203.45113	3307
203.47264	3360
203.49416	3364
203.51566	3345
203.53717	3343
203.55867	3419
203.58018	3406
203.60168	3411
203.6232	3442
203.6447	3475
203.66621	3488
203.68771	3542
203.70923	3525
203.73073	3551
203.75224	3557
203.77374	3559
203.79526	3591
203.81676	3618
203.83827	3634
203.85977	3606
203.88127	3654
203.90279	3705
203.92429	3722
203.94579	3717
203.9673	3730
203.9888	3720
204.01031	3721
204.03181	3736
204.05331	3767
204.07481	3793
204.09633	3803
204.11783	3865
204.13933	3861
204.16084	3886
204.18234	3893
204.20384	3895
204.22534	3905
204.24684	3969
204.26836	4001
204.28986	3954
204.31136	4023
204.33286	4017
204.35435	4023
204.37587	4067
204.39737	4071
204.41887	4110
204.44037	4094
204.46187	4106
204.48337	4122
204.50487	4127
204.52637	4145
204.54787	4159
204.56937	4168
204.59087	4194
204.61237	4236
204.63387	4236
204.65536	4288
204.67688	4317
204.69836	4250
204.71986	4317
204.74136	4342
204.76286	4383
204.78436	4411
204.80586	4434
204.82736	4407
204.84886	4444
204.87036	4448
204.89186	4449
204.91336	4514
204.93486	4579
204.95636	4577
204.97784	4592
204.99934	4628
205.02084	4619
205.04234	4652
205.06384	4664
205.08534	4713
205.10683	4720
205.12833	4782
205.14983	4760
205.17133	4801
205.19281	4822
205.21431	4856
205.23581	4912
205.25731	4908
205.27879	4920
205.30029	4948
205.32179	4983
205.34328	4986
205.36478	5022
205.38628	5039
205.40776	5091
205.42926	5072
205.45074	5082
205.47224	5123
205.49374	5097
205.51523	5160
205.53673	5215
205.55821	5230
205.57971	5185
