Date and Time:                Fri Oct 7 11:44:45.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              225
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



203.08546	11717
203.10698	11170
203.12848	11245
203.14999	11274
203.17151	11304
203.19302	11337
203.21452	11423
203.23604	11442
203.25755	11471
203.27905	11527
203.30057	11466
203.32208	11571
203.34358	11611
203.3651	11848
203.38661	12078
203.40811	12399
203.42963	12463
203.45113	12351
203.47264	12383
203.49416	12427
203.51566	12282
203.53717	12223
203.55867	12130
203.58018	12051
203.60168	12086
203.6232	12004
203.6447	11959
203.66621	11977
203.68771	11887
203.70923	11808
203.73073	11774
203.75224	11682
203.77374	11644
203.79526	11576
203.81676	11567
203.83827	11590
203.85977	11620
203.88127	11586
203.90279	11581
203.92429	11644
203.94579	11644
203.9673	11617
203.9888	11596
204.01031	11624
204.03181	11632
204.05331	11675
204.07481	11658
204.09633	11618
204.11783	11703
204.13933	11744
204.16084	11663
204.18234	11613
204.20384	11631
204.22534	11608
204.24684	11630
204.26836	11653
204.28986	11604
204.31136	11647
204.33286	11668
204.35435	11668
204.37587	11644
204.39737	11638
204.41887	11657
204.44037	11660
204.46187	11616
204.48337	11604
204.50487	11586
204.52637	11576
204.54787	11570
204.56937	11559
204.59087	11564
204.61237	11615
204.63387	11635
204.65536	11693
204.67688	11669
204.69836	11667
204.71986	11610
204.74136	11588
204.76286	11630
204.78436	11667
204.80586	11674
204.82736	11636
204.84886	11666
204.87036	11617
204.89186	11681
204.91336	11730
204.93486	11802
204.95636	11833
204.97784	11815
204.99934	11790
205.02084	11828
205.04234	11751
205.06384	11780
205.08534	11808
205.10683	11825
205.12833	11903
205.14983	11920
205.17133	11888
205.19281	11880
205.21431	11949
205.23581	11936
205.25731	11989
205.27879	11980
205.30029	12021
205.32179	12083
205.34328	12097
205.36478	12101
205.38628	12216
205.40776	12143
205.42926	12157
205.45074	12151
205.47224	12131
205.49374	12143
205.51523	12176
205.53673	12258
205.55821	12234
