Date and Time:                Fri Oct 7 11:58:38.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              225
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



203.08546	11828
203.10698	11243
203.12848	11345
203.14999	11256
203.17151	11329
203.19302	11404
203.21452	11486
203.23604	11559
203.25755	11555
203.27905	11545
203.30057	11570
203.32208	11588
203.34358	11678
203.3651	11938
203.38661	12172
203.40811	12387
203.42963	12619
203.45113	12574
203.47264	12513
203.49416	12511
203.51566	12416
203.53717	12365
203.55867	12291
203.58018	12170
203.60168	12166
203.6232	12102
203.6447	12064
203.66621	12128
203.68771	12060
203.70923	11889
203.73073	11794
203.75224	11823
203.77374	11678
203.79526	11705
203.81676	11699
203.83827	11670
203.85977	11672
203.88127	11710
203.90279	11736
203.92429	11763
203.94579	11752
203.9673	11726
203.9888	11730
204.01031	11716
204.03181	11694
204.05331	11768
204.07481	11805
204.09633	11709
204.11783	11799
204.13933	11787
204.16084	11758
204.18234	11696
204.20384	11707
204.22534	11721
204.24684	11740
204.26836	11713
204.28986	11666
204.31136	11728
204.33286	11779
204.35435	11771
204.37587	11662
204.39737	11705
204.41887	11687
204.44037	11747
204.46187	11767
204.48337	11672
204.50487	11690
204.52637	11669
204.54787	11613
204.56937	11631
204.59087	11639
204.61237	11702
204.63387	11801
204.65536	11711
204.67688	11717
204.69836	11728
204.71986	11706
204.74136	11706
204.76286	11754
204.78436	11688
204.80586	11758
204.82736	11709
204.84886	11759
204.87036	11737
204.89186	11762
204.91336	11773
204.93486	11877
204.95636	11852
204.97784	11885
204.99934	11854
205.02084	11839
205.04234	11842
205.06384	11888
205.08534	11863
205.10683	11910
205.12833	11967
205.14983	11986
205.17133	11947
205.19281	12002
205.21431	12038
205.23581	12039
205.25731	12058
205.27879	12143
205.30029	12056
205.32179	12199
205.34328	12168
205.36478	12187
205.38628	12230
205.40776	12254
205.42926	12241
205.45074	12254
205.47224	12207
205.49374	12247
205.51523	12264
205.53673	12316
205.55821	12343
