Date and Time:                Fri Oct 7 12:00:16.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         28
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              225
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



203.08546	368
203.10698	361
203.12848	361
203.14999	365
203.17151	356
203.19302	354
203.21452	353
203.23604	357
203.25755	351
203.27905	360
203.30057	350
203.32208	357
203.34358	359
203.3651	353
203.38661	359
203.40811	360
203.42963	352
203.45113	351
203.47264	358
203.49416	360
203.51566	353
203.53717	352
203.55867	355
203.58018	492
203.60168	396
203.6232	378
203.6447	353
203.66621	353
203.68771	355
203.70923	346
203.73073	347
203.75224	350
203.77374	353
203.79526	356
203.81676	355
203.83827	359
203.85977	357
203.88127	355
203.90279	351
203.92429	360
203.94579	345
203.9673	350
203.9888	351
204.01031	348
204.03181	351
204.05331	352
204.07481	351
204.09633	346
204.11783	352
204.13933	351
204.16084	355
204.18234	341
204.20384	345
204.22534	358
204.24684	351
204.26836	350
204.28986	345
204.31136	360
204.33286	349
204.35435	351
204.37587	346
204.39737	345
204.41887	358
204.44037	353
204.46187	343
204.48337	351
204.50487	349
204.52637	355
204.54787	362
204.56937	354
204.59087	347
204.61237	348
204.63387	348
204.65536	350
204.67688	355
204.69836	355
204.71986	345
204.74136	345
204.76286	345
204.78436	348
204.80586	342
204.82736	351
204.84886	347
204.87036	348
204.89186	348
204.91336	350
204.93486	353
204.95636	352
204.97784	346
204.99934	344
205.02084	357
205.04234	337
205.06384	345
205.08534	348
205.10683	347
205.12833	347
205.14983	355
205.17133	344
205.19281	346
205.21431	342
205.23581	346
205.25731	340
205.27879	339
205.30029	342
205.32179	341
205.34328	341
205.36478	343
205.38628	346
205.40776	348
205.42926	351
205.45074	345
205.47224	345
205.49374	334
205.51523	343
205.53673	349
205.55821	350
205.57971	345
205.6012	344
205.6227	348
205.6442	349
205.66568	337
205.68718	339
205.70866	334
205.73015	347
205.75165	341
205.77313	358
205.79463	347
205.81612	341
205.83762	345
205.8591	352
205.88058	344
205.90208	344
205.92357	348
