Date and Time:                Tue Apr 26 16:53:37.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.1
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              320
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



298.5668	17698
298.58786	17023
298.60892	17061
298.62997	17186
298.65103	17258
298.67209	17236
298.69315	17137
298.7142	17090
298.73526	17289
298.75632	17326
298.77737	17279
298.79843	17163
298.81949	17148
298.84055	17304
298.8616	17186
298.88266	17129
298.90372	17173
298.92477	17543
298.9458	17530
298.96686	17392
298.98792	17304
299.00897	17154
299.03003	17263
299.05109	17173
299.07214	17032
299.0932	16993
299.11426	16947
299.13531	16918
299.15634	16921
299.1774	17042
299.19846	17149
299.21951	17209
299.24057	17275
299.26163	17278
299.28268	17269
299.30371	17110
299.32477	17067
299.34583	17065
299.36688	17222
299.38794	17187
299.40897	17122
299.43002	17239
299.45108	17392
299.47214	17488
299.49319	17339
299.51422	17381
299.53528	17322
299.55634	17337
299.57739	17368
299.59842	17485
299.61948	17676
299.64053	17726
299.66159	17688
299.68262	17701
299.70367	17617
299.72473	17639
299.74576	17609
299.76682	17708
299.78787	17826
299.8089	17774
299.82996	17697
299.85101	17615
299.87204	17736
299.8931	17757
299.91415	17707
299.93518	17730
299.95624	17755
299.97729	17714
299.99832	17683
300.01938	17678
300.04041	17710
300.06146	17615
300.08252	17661
300.10355	17620
300.1246	17821
300.14563	17798
300.16669	17720
300.18771	17740
300.20877	17621
300.22983	17693
300.25085	17600
300.27191	17578
300.29294	17574
300.314	17481
300.33502	17543
300.35608	17491
300.37711	17568
300.39816	17600
300.41919	17592
300.44025	17583
300.46127	17580
300.48233	17594
300.50336	17637
300.52441	17843
300.54544	18009
300.56647	17985
300.58752	17918
300.60855	17954
300.62961	17978
300.65063	17999
300.67169	17971
300.69272	18026
300.71375	18142
300.7348	18014
300.75583	18062
300.77686	17901
300.79791	17976
300.81894	17960
300.84	17924
300.86102	18048
300.88205	18366
300.90311	18401
300.92413	18434
300.94516	18330
300.96622	18251
300.98724	18377
301.00827	18425
