Date and Time:                Tue Apr 26 17:04:38.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.1
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              320
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



298.5668	297
298.58786	302
298.60892	303
298.62997	296
298.65103	306
298.67209	301
298.69315	305
298.7142	298
298.73526	298
298.75632	308
298.77737	303
298.79843	300
298.81949	301
298.84055	304
298.8616	302
298.88266	300
298.90372	298
298.92477	305
298.9458	301
298.96686	300
298.98792	303
299.00897	301
299.03003	302
299.05109	302
299.07214	302
299.0932	297
299.11426	301
299.13531	297
299.15634	304
299.1774	305
299.19846	303
299.21951	299
299.24057	306
299.26163	292
299.28268	301
299.30371	305
299.32477	299
299.34583	306
299.36688	307
299.38794	299
299.40897	309
299.43002	306
299.45108	298
299.47214	298
299.49319	303
299.51422	301
299.53528	307
299.55634	308
299.57739	298
299.59842	304
299.61948	299
299.64053	305
299.66159	303
299.68262	301
299.70367	306
299.72473	303
299.74576	300
299.76682	295
299.78787	302
299.8089	302
299.82996	298
299.85101	301
299.87204	294
299.8931	304
299.91415	303
299.93518	302
299.95624	300
299.97729	302
299.99832	306
300.01938	300
300.04041	298
300.06146	300
300.08252	299
300.10355	301
300.1246	298
300.14563	301
300.16669	303
300.18771	301
300.20877	300
300.22983	302
300.25085	303
300.27191	302
300.29294	302
300.314	301
300.33502	305
300.35608	304
300.37711	302
300.39816	302
300.41919	302
300.44025	302
300.46127	301
300.48233	301
300.50336	301
300.52441	301
300.54544	301
300.56647	306
300.58752	302
300.60855	298
300.62961	301
300.65063	306
300.67169	303
300.69272	299
300.71375	303
300.7348	301
300.75583	296
300.77686	305
300.79791	304
300.81894	299
300.84	304
300.86102	309
300.88205	301
300.90311	300
300.92413	304
300.94516	302
300.96622	304
300.98724	302
301.00827	302
301.0293	300
301.05035	304
301.07138	300
301.09241	302
301.11346	305
301.13449	302
301.15552	296
301.17654	305
301.1976	299
301.21863	306
301.23965	308
301.26068	303
301.28174	302
301.30276	301
301.32379	297
301.34482	295
