Date and Time:                Tue Apr 26 16:53:31.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.1
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              320
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



298.5668	17423
298.58786	16741
298.60892	16768
298.62997	16812
298.65103	16942
298.67209	16953
298.69315	16848
298.7142	16787
298.73526	16950
298.75632	17063
298.77737	17033
298.79843	16904
298.81949	16960
298.84055	16991
298.8616	16958
298.88266	16830
298.90372	16833
298.92477	17109
298.9458	17287
298.96686	17154
298.98792	16965
299.00897	16899
299.03003	16932
299.05109	16927
299.07214	16719
299.0932	16699
299.11426	16740
299.13531	16746
299.15634	16689
299.1774	16677
299.19846	16836
299.21951	16912
299.24057	16981
299.26163	17031
299.28268	16962
299.30371	16867
299.32477	16719
299.34583	16819
299.36688	16851
299.38794	16969
299.40897	16876
299.43002	16957
299.45108	17139
299.47214	17142
299.49319	17130
299.51422	17086
299.53528	17033
299.55634	17027
299.57739	17068
299.59842	17188
299.61948	17330
299.64053	17413
299.66159	17433
299.68262	17366
299.70367	17337
299.72473	17260
299.74576	17327
299.76682	17383
299.78787	17512
299.8089	17447
299.82996	17458
299.85101	17351
299.87204	17436
299.8931	17442
299.91415	17415
299.93518	17459
299.95624	17450
299.97729	17422
299.99832	17426
300.01938	17364
300.04041	17427
300.06146	17365
300.08252	17334
300.10355	17395
300.1246	17494
300.14563	17493
300.16669	17444
300.18771	17435
300.20877	17370
300.22983	17320
300.25085	17304
300.27191	17255
300.29294	17295
300.314	17243
300.33502	17197
300.35608	17292
300.37711	17367
300.39816	17281
300.41919	17325
300.44025	17284
300.46127	17329
300.48233	17307
300.50336	17391
300.52441	17550
300.54544	17630
300.56647	17699
300.58752	17649
300.60855	17576
300.62961	17714
300.65063	17677
300.67169	17727
300.69272	17759
300.71375	17841
300.7348	17775
300.75583	17667
300.77686	17628
300.79791	17617
300.81894	17640
300.84	17650
300.86102	17811
300.88205	17978
300.90311	18096
300.92413	18084
300.94516	18008
300.96622	18039
300.98724	18032
301.00827	18082
