Date and Time:                Tue Apr 26 17:01:15.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              320
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



298.5668	8153
298.58786	7788
298.60892	7867
298.62997	7865
298.65103	7954
298.67209	7949
298.69315	7858
298.7142	7914
298.73526	7968
298.75632	7987
298.77737	8020
298.79843	7991
298.81949	8035
298.84055	8063
298.8616	8094
298.88266	8079
298.90372	8098
298.92477	8261
298.9458	8341
298.96686	8320
298.98792	8272
299.00897	8245
299.03003	8317
299.05109	8327
299.07214	8328
299.0932	8361
299.11426	8375
299.13531	8417
299.15634	8447
299.1774	8546
299.19846	8622
299.21951	8724
299.24057	8777
299.26163	8822
299.28268	8872
299.30371	8818
299.32477	8836
299.34583	8928
299.36688	9017
299.38794	9063
299.40897	9053
299.43002	9218
299.45108	9283
299.47214	9351
299.49319	9429
299.51422	9459
299.53528	9441
299.55634	9468
299.57739	9547
299.59842	9596
299.61948	9721
299.64053	9797
299.66159	9861
299.68262	9849
299.70367	9863
299.72473	9851
299.74576	9917
299.76682	9914
299.78787	10005
299.8089	10090
299.82996	10016
299.85101	10007
299.87204	10076
299.8931	10059
299.91415	10028
299.93518	10025
299.95624	10099
299.97729	10059
299.99832	10008
300.01938	9987
300.04041	10001
300.06146	10024
300.08252	9949
300.10355	9963
300.1246	10013
300.14563	9980
300.16669	9955
300.18771	9944
300.20877	9823
300.22983	9815
300.25085	9772
300.27191	9706
300.29294	9664
300.314	9609
300.33502	9653
300.35608	9623
300.37711	9652
300.39816	9573
300.41919	9539
300.44025	9525
300.46127	9502
300.48233	9458
300.50336	9493
300.52441	9578
300.54544	9554
300.56647	9541
300.58752	9497
300.60855	9487
300.62961	9462
300.65063	9429
300.67169	9412
300.69272	9435
300.71375	9424
300.7348	9424
300.75583	9331
300.77686	9278
300.79791	9240
300.81894	9226
300.84	9246
300.86102	9237
300.88205	9360
300.90311	9368
300.92413	9340
300.94516	9242
300.96622	9254
300.98724	9225
301.00827	9255
