Date and Time:                Tue Apr 26 16:59:18.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         30
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              320
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



298.5668	9836
298.58786	9447
298.60892	9546
298.62997	9624
298.65103	9722
298.67209	9807
298.69315	9734
298.7142	9827
298.73526	9960
298.75632	10053
298.77737	10072
298.79843	10094
298.81949	10183
298.84055	10284
298.8616	10272
298.88266	10271
298.90372	10300
298.92477	10543
298.9458	10690
298.96686	10655
298.98792	10617
299.00897	10600
299.03003	10706
299.05109	10716
299.07214	10646
299.0932	10667
299.11426	10731
299.13531	10742
299.15634	10762
299.1774	10825
299.19846	10958
299.21951	10968
299.24057	11068
299.26163	11112
299.28268	11066
299.30371	11041
299.32477	11003
299.34583	11070
299.36688	11170
299.38794	11170
299.40897	11144
299.43002	11210
299.45108	11267
299.47214	11286
299.49319	11320
299.51422	11263
299.53528	11246
299.55634	11220
299.57739	11263
299.59842	11277
299.61948	11386
299.64053	11374
299.66159	11378
299.68262	11418
299.70367	11358
299.72473	11281
299.74576	11278
299.76682	11341
299.78787	11389
299.8089	11325
299.82996	11303
299.85101	11259
299.87204	11283
299.8931	11248
299.91415	11226
299.93518	11221
299.95624	11195
299.97729	11178
299.99832	11120
300.01938	11054
300.04041	11087
300.06146	11058
300.08252	11040
300.10355	11008
300.1246	11093
300.14563	11031
300.16669	11058
300.18771	10999
300.20877	10980
300.22983	10905
300.25085	10856
300.27191	10808
300.29294	10799
300.314	10722
300.33502	10663
300.35608	10713
300.37711	10743
300.39816	10714
300.41919	10671
300.44025	10723
300.46127	10685
300.48233	10658
300.50336	10637
300.52441	10765
300.54544	10734
300.56647	10781
300.58752	10660
300.60855	10643
300.62961	10638
300.65063	10648
300.67169	10557
300.69272	10586
300.71375	10587
300.7348	10547
300.75583	10448
300.77686	10321
300.79791	10335
300.81894	10337
300.84	10253
300.86102	10272
300.88205	10343
300.90311	10371
300.92413	10323
300.94516	10141
300.96622	10148
300.98724	10090
301.00827	10122
