Date and Time:                Sun Jan 29 14:32:36.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.22
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              310
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



288.51233	18760
288.53345	17872
288.55453	17856
288.57565	17864
288.59677	17961
288.61786	18151
288.63898	18100
288.6601	18092
288.68118	17963
288.7023	17933
288.72342	17865
288.74454	17674
288.76563	17484
288.78674	17672
288.80783	17725
288.82895	17787
288.85007	17773
288.87115	17767
288.89227	17865
288.91339	17898
288.93448	17793
288.9556	17826
288.97668	17815
288.9978	17822
289.01892	17767
289.04001	17689
289.06113	17679
289.08221	17697
289.10333	17702
289.12442	17762
289.14554	17860
289.16666	17974
289.18774	17974
289.20886	17912
289.22995	17820
289.25107	17922
289.27216	18012
289.29327	18058
289.31436	18120
289.33548	18119
289.35657	18110
289.37769	18102
289.39877	18008
289.41989	17950
289.44098	17996
289.46207	18199
289.48318	18301
289.50427	18262
289.52539	18196
289.54648	18133
289.5676	18052
289.58868	18121
289.60977	18257
289.63089	18303
289.65198	18334
289.6731	18322
289.69418	18202
289.71527	18205
289.73639	18333
289.75748	18367
289.77859	18397
289.79968	18416
289.82077	18470
289.84189	18443
289.86298	18512
289.88406	18347
289.90518	18329
289.92627	18286
289.94736	18077
289.96848	17899
289.98956	17836
290.01065	17960
290.03174	17863
290.05286	17906
290.07394	17897
290.09503	17876
290.11612	17851
290.13724	17824
290.15833	17860
290.17941	17806
290.2005	17864
290.22162	17992
290.24271	18204
290.26379	18228
290.28488	18349
290.30597	18273
290.32709	18338
290.34818	18234
290.36926	18080
290.39035	18065
290.41144	18221
290.43256	18155
290.45364	18193
290.47473	18031
290.49582	18021
290.51691	18029
290.53799	17975
290.55908	18055
290.5802	18230
290.60129	18409
290.62238	18358
290.64346	18261
290.66455	18220
290.68564	18375
290.70673	18460
290.72781	18596
290.7489	18709
290.76999	18857
290.79108	18843
290.81216	18812
290.83325	18759
290.85434	18834
290.87546	18739
290.89655	18809
290.91763	18918
290.93872	19023
