Date and Time:                Sun Jan 29 14:33:36.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              310
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



288.51233	303
288.53345	304
288.55453	300
288.57565	302
288.59677	306
288.61786	307
288.63898	303
288.6601	306
288.68118	304
288.7023	303
288.72342	305
288.74454	306
288.76563	307
288.78674	296
288.80783	302
288.82895	303
288.85007	303
288.87115	301
288.89227	308
288.91339	305
288.93448	304
288.9556	298
288.97668	306
288.9978	308
289.01892	310
289.04001	307
289.06113	302
289.08221	304
289.10333	307
289.12442	306
289.14554	304
289.16666	308
289.18774	307
289.20886	305
289.22995	304
289.25107	302
289.27216	300
289.29327	304
289.31436	305
289.33548	301
289.35657	309
289.37769	306
289.39877	297
289.41989	301
289.44098	300
289.46207	302
289.48318	309
289.50427	305
289.52539	307
289.54648	304
289.5676	301
289.58868	304
289.60977	306
289.63089	306
289.65198	305
289.6731	297
289.69418	304
289.71527	309
289.73639	304
289.75748	310
289.77859	304
289.79968	300
289.82077	307
289.84189	303
289.86298	306
289.88406	304
289.90518	304
289.92627	298
289.94736	303
289.96848	304
289.98956	303
290.01065	303
290.03174	311
290.05286	300
290.07394	302
290.09503	297
290.11612	304
290.13724	305
290.15833	296
290.17941	305
290.2005	305
290.22162	308
290.24271	307
290.26379	299
290.28488	302
290.30597	306
290.32709	305
290.34818	305
290.36926	306
290.39035	299
290.41144	305
290.43256	303
290.45364	302
290.47473	302
290.49582	301
290.51691	303
290.53799	302
290.55908	300
290.5802	304
290.60129	311
290.62238	306
290.64346	309
290.66455	301
290.68564	305
290.70673	301
290.72781	308
290.7489	300
290.76999	305
290.79108	303
290.81216	306
290.83325	306
290.85434	310
290.87546	303
290.89655	302
290.91763	304
290.93872	302
290.95981	306
290.9809	305
291.00198	304
291.02307	302
291.04413	304
291.06522	301
291.0863	302
291.10739	300
291.12848	302
291.14957	303
291.17065	302
291.19174	304
291.21283	300
291.23392	306
291.255	299
291.27609	300
291.29718	302
