Date and Time:                Sun Jan 29 14:33:30.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.22
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              310
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



288.51233	301
288.53345	299
288.55453	296
288.57565	298
288.59677	300
288.61786	305
288.63898	294
288.6601	302
288.68118	303
288.7023	303
288.72342	299
288.74454	304
288.76563	302
288.78674	300
288.80783	297
288.82895	304
288.85007	295
288.87115	302
288.89227	301
288.91339	304
288.93448	303
288.9556	304
288.97668	294
288.9978	304
289.01892	300
289.04001	304
289.06113	303
289.08221	296
289.10333	302
289.12442	297
289.14554	300
289.16666	300
289.18774	304
289.20886	298
289.22995	304
289.25107	298
289.27216	307
289.29327	295
289.31436	299
289.33548	298
289.35657	299
289.37769	305
289.39877	304
289.41989	300
289.44098	302
289.46207	302
289.48318	305
289.50427	300
289.52539	296
289.54648	298
289.5676	304
289.58868	299
289.60977	301
289.63089	301
289.65198	301
289.6731	299
289.69418	303
289.71527	297
289.73639	297
289.75748	297
289.77859	295
289.79968	297
289.82077	306
289.84189	300
289.86298	297
289.88406	301
289.90518	301
289.92627	302
289.94736	296
289.96848	305
289.98956	308
290.01065	294
290.03174	298
290.05286	303
290.07394	305
290.09503	302
290.11612	307
290.13724	308
290.15833	300
290.17941	301
290.2005	300
290.22162	304
290.24271	298
290.26379	300
290.28488	296
290.30597	300
290.32709	297
290.34818	295
290.36926	299
290.39035	304
290.41144	307
290.43256	301
290.45364	300
290.47473	299
290.49582	297
290.51691	308
290.53799	309
290.55908	298
290.5802	301
290.60129	298
290.62238	305
290.64346	305
290.66455	296
290.68564	304
290.70673	295
290.72781	301
290.7489	306
290.76999	301
290.79108	299
290.81216	305
290.83325	301
290.85434	301
290.87546	299
290.89655	295
290.91763	308
290.93872	297
290.95981	303
290.9809	301
291.00198	303
291.02307	305
291.04413	302
291.06522	302
291.0863	305
291.10739	304
291.12848	295
291.14957	302
291.17065	297
291.19174	302
291.21283	305
291.23392	302
291.255	301
291.27609	304
291.29718	301
