Date and Time:                Sun Jan 29 14:31:36.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              310
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



288.51233	2742
288.53345	2616
288.55453	2652
288.57565	2649
288.59677	2662
288.61786	2665
288.63898	2708
288.6601	2685
288.68118	2681
288.7023	2662
288.72342	2698
288.74454	2645
288.76563	2635
288.78674	2670
288.80783	2645
288.82895	2620
288.85007	2625
288.87115	2653
288.89227	2678
288.91339	2655
288.93448	2659
288.9556	2639
288.97668	2648
288.9978	2647
289.01892	2647
289.04001	2653
289.06113	2642
289.08221	2658
289.10333	2661
289.12442	2664
289.14554	2643
289.16666	2633
289.18774	2630
289.20886	2646
289.22995	2626
289.25107	2628
289.27216	2645
289.29327	2615
289.31436	2629
289.33548	2635
289.35657	2647
289.37769	2638
289.39877	2643
289.41989	2600
289.44098	2643
289.46207	2658
289.48318	2684
289.50427	2687
289.52539	2661
289.54648	2661
289.5676	2678
289.58868	2666
289.60977	2652
289.63089	2648
289.65198	2648
289.6731	2672
289.69418	2669
289.71527	2639
289.73639	2670
289.75748	2656
289.77859	2634
289.79968	2633
289.82077	2642
289.84189	2626
289.86298	2633
289.88406	2628
289.90518	2632
289.92627	2602
289.94736	2555
289.96848	2572
289.98956	2579
290.01065	2579
290.03174	2561
290.05286	2555
290.07394	2573
290.09503	2547
290.11612	2563
290.13724	2573
290.15833	2579
290.17941	2550
290.2005	2567
290.22162	2554
290.24271	2588
290.26379	2565
290.28488	2555
290.30597	2545
290.32709	2568
290.34818	2546
290.36926	2536
290.39035	2564
290.41144	2532
290.43256	2554
290.45364	2521
290.47473	2541
290.49582	2533
290.51691	2531
290.53799	2531
290.55908	2530
290.5802	2534
290.60129	2549
290.62238	2571
290.64346	2543
290.66455	2539
290.68564	2546
290.70673	2560
290.72781	2517
290.7489	2531
290.76999	2520
290.79108	2538
290.81216	2552
290.83325	2544
290.85434	2546
290.87546	2541
290.89655	2536
290.91763	2528
290.93872	2561
