Date and Time:                Sun Jan 29 14:32:10.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              310
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



288.51233	2755
288.53345	2627
288.55453	2622
288.57565	2625
288.59677	2614
288.61786	2645
288.63898	2643
288.6601	2652
288.68118	2638
288.7023	2636
288.72342	2651
288.74454	2629
288.76563	2592
288.78674	2589
288.80783	2608
288.82895	2573
288.85007	2576
288.87115	2594
288.89227	2607
288.91339	2632
288.93448	2611
288.9556	2588
288.97668	2599
288.9978	2581
289.01892	2552
289.04001	2554
289.06113	2540
289.08221	2586
289.10333	2554
289.12442	2543
289.14554	2573
289.16666	2552
289.18774	2546
289.20886	2555
289.22995	2513
289.25107	2558
289.27216	2531
289.29327	2546
289.31436	2516
289.33548	2550
289.35657	2524
289.37769	2538
289.39877	2539
289.41989	2519
289.44098	2540
289.46207	2559
289.48318	2572
289.50427	2564
289.52539	2521
289.54648	2551
289.5676	2547
289.58868	2532
289.60977	2547
289.63089	2546
289.65198	2536
289.6731	2549
289.69418	2560
289.71527	2546
289.73639	2528
289.75748	2523
289.77859	2506
289.79968	2516
289.82077	2524
289.84189	2522
289.86298	2503
289.88406	2502
289.90518	2496
289.92627	2479
289.94736	2478
289.96848	2451
289.98956	2468
290.01065	2457
290.03174	2447
290.05286	2475
290.07394	2462
290.09503	2467
290.11612	2446
290.13724	2477
290.15833	2464
290.17941	2494
290.2005	2475
290.22162	2457
290.24271	2497
290.26379	2481
290.28488	2465
290.30597	2453
290.32709	2460
290.34818	2467
290.36926	2472
290.39035	2484
290.41144	2448
290.43256	2444
290.45364	2474
290.47473	2447
290.49582	2450
290.51691	2456
290.53799	2451
290.55908	2446
290.5802	2470
290.60129	2511
290.62238	2507
290.64346	2521
290.66455	2521
290.68564	2499
290.70673	2488
290.72781	2493
290.7489	2493
290.76999	2522
290.79108	2502
290.81216	2527
290.83325	2545
290.85434	2518
290.87546	2526
290.89655	2510
290.91763	2526
290.93872	2543
