Date and Time:                Sat Jan 28 16:10:35.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              290
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



268.4061	20524
268.42731	19581
268.44852	19494
268.46973	19434
268.49094	19559
268.51215	19778
268.53336	19737
268.55457	19579
268.57578	19541
268.59698	19510
268.61819	19477
268.6394	19241
268.66061	19172
268.68179	19256
268.703	19356
268.72421	19296
268.74542	19351
268.76663	19361
268.78784	19427
268.80905	19485
268.83026	19368
268.85147	19389
268.87268	19411
268.89389	19441
268.91507	19397
268.93628	19311
268.95749	19333
268.9787	19302
268.99991	19304
269.02112	19379
269.04233	19446
269.06351	19523
269.08472	19491
269.10593	19520
269.12714	19480
269.14835	19447
269.16953	19501
269.19073	19523
269.21194	19555
269.23315	19643
269.25436	19512
269.27554	19514
269.29675	19303
269.31796	19327
269.33917	19433
269.36035	19547
269.38156	19645
269.40277	19565
269.42398	19508
269.44516	19402
269.46637	19373
269.48758	19352
269.50876	19404
269.52997	19524
269.55118	19567
269.57236	19467
269.59357	19321
269.61478	19355
269.63599	19480
269.65717	19557
269.67838	19561
269.69955	19549
269.72076	19500
269.74197	19479
269.76315	19531
269.78436	19510
269.80557	19491
269.82675	19350
269.84796	19171
269.86914	19017
269.89035	18926
269.91156	18993
269.93274	19006
269.95395	18956
269.97513	18931
269.99634	18904
270.01752	18940
270.03873	18878
270.05994	18897
270.08112	18909
270.10233	18956
270.1235	19052
270.14471	19214
270.16589	19288
270.1871	19358
270.20828	19378
270.22949	19455
270.25067	19313
270.27188	19151
270.29306	19205
270.31427	19295
270.33545	19302
270.35666	19255
270.37784	19210
270.39902	19288
270.42023	19250
270.44141	19143
270.46262	19137
270.4838	19363
270.505	19431
270.52618	19401
270.54736	19279
270.56857	19246
270.58975	19406
270.61096	19595
270.63214	19659
270.65332	19737
270.67453	19862
270.69571	19962
270.71689	19871
270.7381	19832
270.75928	19846
270.78046	19788
270.80167	19878
270.82285	20012
270.84402	19967
270.86523	19931
