Date and Time:                Sat Jan 28 16:13:28.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.25
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              290
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



268.4061	10744
268.42731	9965
268.44852	9801
268.46973	9670
268.49094	9567
268.51215	9528
268.53336	9415
268.55457	9340
268.57578	9236
268.59698	9244
268.61819	9209
268.6394	9097
268.66061	9052
268.68179	9129
268.703	9170
268.72421	9174
268.74542	9132
268.76663	9192
268.78784	9197
268.80905	9207
268.83026	9217
268.85147	9129
268.87268	9218
268.89389	9189
268.91507	9168
268.93628	9160
268.95749	9144
268.9787	9151
268.99991	9139
269.02112	9164
269.04233	9195
269.06351	9199
269.08472	9174
269.10593	9202
269.12714	9232
269.14835	9168
269.16953	9245
269.19073	9233
269.21194	9224
269.23315	9259
269.25436	9227
269.27554	9198
269.29675	9156
269.31796	9144
269.33917	9128
269.36035	9230
269.38156	9195
269.40277	9248
269.42398	9224
269.44516	9176
269.46637	9174
269.48758	9170
269.50876	9203
269.52997	9299
269.55118	9282
269.57236	9208
269.59357	9151
269.61478	9210
269.63599	9256
269.65717	9263
269.67838	9304
269.69955	9239
269.72076	9289
269.74197	9288
269.76315	9306
269.78436	9285
269.80557	9238
269.82675	9176
269.84796	9174
269.86914	9032
269.89035	9101
269.91156	9068
269.93274	9079
269.95395	9056
269.97513	9035
269.99634	9053
270.01752	9056
270.03873	8978
270.05994	9019
270.08112	8995
270.10233	9045
270.1235	9058
270.14471	9177
270.16589	9162
270.1871	9181
270.20828	9210
270.22949	9226
270.25067	9188
270.27188	9146
270.29306	9096
270.31427	9173
270.33545	9140
270.35666	9127
270.37784	9121
270.39902	9120
270.42023	9117
270.44141	9088
270.46262	9061
270.4838	9099
270.505	9170
270.52618	9163
270.54736	9097
270.56857	9135
270.58975	9168
270.61096	9223
270.63214	9236
270.65332	9260
270.67453	9310
270.69571	9294
270.71689	9236
270.7381	9250
270.75928	9227
270.78046	9198
270.80167	9216
270.82285	9255
270.84402	9296
270.86523	9250
