Date and Time:                Sat Jan 28 16:14:08.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              290
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



268.4061	302
268.42731	299
268.44852	304
268.46973	304
268.49094	299
268.51215	309
268.53336	304
268.55457	298
268.57578	297
268.59698	303
268.61819	306
268.6394	297
268.66061	302
268.68179	305
268.703	303
268.72421	301
268.74542	300
268.76663	301
268.78784	307
268.80905	302
268.83026	306
268.85147	305
268.87268	301
268.89389	304
268.91507	300
268.93628	302
268.95749	297
268.9787	294
268.99991	306
269.02112	308
269.04233	302
269.06351	302
269.08472	306
269.10593	306
269.12714	302
269.14835	299
269.16953	302
269.19073	302
269.21194	297
269.23315	307
269.25436	309
269.27554	302
269.29675	300
269.31796	302
269.33917	303
269.36035	304
269.38156	306
269.40277	301
269.42398	307
269.44516	308
269.46637	306
269.48758	299
269.50876	300
269.52997	306
269.55118	305
269.57236	294
269.59357	302
269.61478	304
269.63599	302
269.65717	305
269.67838	304
269.69955	300
269.72076	303
269.74197	301
269.76315	301
269.78436	302
269.80557	303
269.82675	301
269.84796	302
269.86914	300
269.89035	303
269.91156	307
269.93274	300
269.95395	304
269.97513	307
269.99634	302
270.01752	298
270.03873	300
270.05994	309
270.08112	303
270.10233	303
270.1235	302
270.14471	301
270.16589	305
270.1871	304
270.20828	307
270.22949	302
270.25067	304
270.27188	301
270.29306	303
270.31427	299
270.33545	296
270.35666	302
270.37784	302
270.39902	301
270.42023	298
270.44141	299
270.46262	305
270.4838	303
270.505	305
270.52618	304
270.54736	300
270.56857	306
270.58975	300
270.61096	301
270.63214	298
270.65332	304
270.67453	302
270.69571	304
270.71689	299
270.7381	301
270.75928	303
270.78046	302
270.80167	301
270.82285	308
270.84402	307
270.86523	301
270.88641	302
270.90759	301
270.9288	297
270.94998	299
270.97116	305
270.99237	302
271.01355	300
271.03473	305
271.05591	297
271.07712	304
271.0983	309
271.11948	303
271.14066	304
271.16183	300
271.18304	303
271.20422	301
