Date and Time:                Sat Jan 28 16:12:50.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              290
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



268.4061	20488
268.42731	19444
268.44852	19405
268.46973	19422
268.49094	19558
268.51215	19676
268.53336	19659
268.55457	19589
268.57578	19507
268.59698	19466
268.61819	19463
268.6394	19162
268.66061	19143
268.68179	19241
268.703	19281
268.72421	19323
268.74542	19344
268.76663	19384
268.78784	19404
268.80905	19428
268.83026	19322
268.85147	19353
268.87268	19387
268.89389	19284
268.91507	19335
268.93628	19292
268.95749	19289
268.9787	19238
268.99991	19212
269.02112	19331
269.04233	19345
269.06351	19471
269.08472	19462
269.10593	19453
269.12714	19360
269.14835	19351
269.16953	19477
269.19073	19458
269.21194	19528
269.23315	19473
269.25436	19479
269.27554	19391
269.29675	19226
269.31796	19232
269.33917	19247
269.36035	19436
269.38156	19526
269.40277	19487
269.42398	19412
269.44516	19300
269.46637	19368
269.48758	19268
269.50876	19313
269.52997	19414
269.55118	19446
269.57236	19339
269.59357	19265
269.61478	19314
269.63599	19416
269.65717	19482
269.67838	19411
269.69955	19437
269.72076	19466
269.74197	19452
269.76315	19482
269.78436	19425
269.80557	19395
269.82675	19238
269.84796	19095
269.86914	18927
269.89035	18805
269.91156	18857
269.93274	18834
269.95395	18836
269.97513	18781
269.99634	18790
270.01752	18883
270.03873	18768
270.05994	18804
270.08112	18783
270.10233	18799
270.1235	18931
270.14471	19048
270.16589	19203
270.1871	19288
270.20828	19231
270.22949	19193
270.25067	19232
270.27188	19143
270.29306	19032
270.31427	19247
270.33545	19129
270.35666	19171
270.37784	19163
270.39902	19076
270.42023	19070
270.44141	19050
270.46262	19019
270.4838	19233
270.505	19322
270.52618	19272
270.54736	19110
270.56857	19098
270.58975	19250
270.61096	19433
270.63214	19562
270.65332	19677
270.67453	19736
270.69571	19725
270.71689	19669
270.7381	19571
270.75928	19677
270.78046	19600
270.80167	19717
270.82285	19839
270.84402	19833
270.86523	19737
