Date and Time:                Sat Jan 28 16:12:43.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              290
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



268.4061	20420
268.42731	19478
268.44852	19457
268.46973	19435
268.49094	19491
268.51215	19724
268.53336	19643
268.55457	19591
268.57578	19533
268.59698	19441
268.61819	19391
268.6394	19179
268.66061	18986
268.68179	19171
268.703	19357
268.72421	19313
268.74542	19333
268.76663	19363
268.78784	19406
268.80905	19311
268.83026	19335
268.85147	19329
268.87268	19407
268.89389	19381
268.91507	19308
268.93628	19212
268.95749	19243
268.9787	19189
268.99991	19215
269.02112	19244
269.04233	19353
269.06351	19428
269.08472	19462
269.10593	19405
269.12714	19334
269.14835	19385
269.16953	19458
269.19073	19439
269.21194	19512
269.23315	19545
269.25436	19463
269.27554	19346
269.29675	19312
269.31796	19184
269.33917	19238
269.36035	19388
269.38156	19464
269.40277	19455
269.42398	19373
269.44516	19246
269.46637	19319
269.48758	19259
269.50876	19317
269.52997	19416
269.55118	19462
269.57236	19356
269.59357	19264
269.61478	19239
269.63599	19370
269.65717	19445
269.67838	19372
269.69955	19464
269.72076	19429
269.74197	19446
269.76315	19427
269.78436	19440
269.80557	19321
269.82675	19240
269.84796	19076
269.86914	18881
269.89035	18909
269.91156	18836
269.93274	18848
269.95395	18790
269.97513	18848
269.99634	18864
270.01752	18781
270.03873	18823
270.05994	18828
270.08112	18777
270.10233	18796
270.1235	18933
270.14471	19109
270.16589	19145
270.1871	19163
270.20828	19230
270.22949	19272
270.25067	19148
270.27188	19074
270.29306	19114
270.31427	19123
270.33545	19151
270.35666	19074
270.37784	19120
270.39902	19040
270.42023	19142
270.44141	18989
270.46262	19096
270.4838	19089
270.505	19323
270.52618	19286
270.54736	19115
270.56857	19128
270.58975	19239
270.61096	19391
270.63214	19472
270.65332	19615
270.67453	19788
270.69571	19703
270.71689	19666
270.7381	19656
270.75928	19626
270.78046	19646
270.80167	19692
270.82285	19819
270.84402	19794
270.86523	19715
