Date and Time:                Sat Jan 28 16:10:42.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              290
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



268.4061	20480
268.42731	19557
268.44852	19546
268.46973	19506
268.49094	19597
268.51215	19756
268.53336	19802
268.55457	19627
268.57578	19561
268.59698	19564
268.61819	19479
268.6394	19248
268.66061	19162
268.68179	19285
268.703	19364
268.72421	19390
268.74542	19378
268.76663	19405
268.78784	19478
268.80905	19501
268.83026	19345
268.85147	19433
268.87268	19447
268.89389	19408
268.91507	19379
268.93628	19348
268.95749	19338
268.9787	19303
268.99991	19260
269.02112	19301
269.04233	19457
269.06351	19508
269.08472	19537
269.10593	19452
269.12714	19330
269.14835	19408
269.16953	19516
269.19073	19551
269.21194	19602
269.23315	19558
269.25436	19535
269.27554	19517
269.29675	19357
269.31796	19273
269.33917	19374
269.36035	19548
269.38156	19596
269.40277	19563
269.42398	19493
269.44516	19397
269.46637	19439
269.48758	19344
269.50876	19417
269.52997	19548
269.55118	19608
269.57236	19478
269.59357	19362
269.61478	19319
269.63599	19463
269.65717	19593
269.67838	19511
269.69955	19549
269.72076	19541
269.74197	19607
269.76315	19522
269.78436	19530
269.80557	19435
269.82675	19393
269.84796	19245
269.86914	19038
269.89035	18975
269.91156	19031
269.93274	18883
269.95395	18929
269.97513	18991
269.99634	18927
270.01752	18937
270.03873	18931
270.05994	18922
270.08112	18950
270.10233	19001
270.1235	19075
270.14471	19168
270.16589	19332
270.1871	19358
270.20828	19350
270.22949	19365
270.25067	19253
270.27188	19186
270.29306	19232
270.31427	19311
270.33545	19342
270.35666	19230
270.37784	19256
270.39902	19280
270.42023	19257
270.44141	19175
270.46262	19210
270.4838	19297
270.505	19460
270.52618	19379
270.54736	19303
270.56857	19297
270.58975	19418
270.61096	19572
270.63214	19691
270.65332	19841
270.67453	19988
270.69571	19925
270.71689	19811
270.7381	19834
270.75928	19735
270.78046	19768
270.80167	19831
270.82285	19998
270.84402	19994
270.86523	19877
