Date and Time:                Sat Jan 28 16:12:18.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.4
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              290
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



268.4061	20525
268.42731	19541
268.44852	19454
268.46973	19490
268.49094	19602
268.51215	19828
268.53336	19775
268.55457	19676
268.57578	19580
268.59698	19623
268.61819	19577
268.6394	19270
268.66061	19227
268.68179	19384
268.703	19485
268.72421	19466
268.74542	19507
268.76663	19505
268.78784	19608
268.80905	19628
268.83026	19509
268.85147	19523
268.87268	19555
268.89389	19629
268.91507	19546
268.93628	19557
268.95749	19523
268.9787	19560
268.99991	19565
269.02112	19595
269.04233	19669
269.06351	19774
269.08472	19806
269.10593	19670
269.12714	19701
269.14835	19717
269.16953	19747
269.19073	19818
269.21194	19910
269.23315	19836
269.25436	19830
269.27554	19662
269.29675	19674
269.31796	19584
269.33917	19642
269.36035	19830
269.38156	19883
269.40277	19791
269.42398	19729
269.44516	19717
269.46637	19675
269.48758	19644
269.50876	19655
269.52997	19830
269.55118	19837
269.57236	19797
269.59357	19641
269.61478	19660
269.63599	19734
269.65717	19853
269.67838	19814
269.69955	19872
269.72076	19798
269.74197	19861
269.76315	19819
269.78436	19794
269.80557	19689
269.82675	19590
269.84796	19399
269.86914	19250
269.89035	19168
269.91156	19210
269.93274	19200
269.95395	19179
269.97513	19244
269.99634	19125
270.01752	19122
270.03873	19125
270.05994	19126
270.08112	19085
270.10233	19109
270.1235	19191
270.14471	19392
270.16589	19461
270.1871	19486
270.20828	19491
270.22949	19579
270.25067	19394
270.27188	19342
270.29306	19274
270.31427	19451
270.33545	19391
270.35666	19390
270.37784	19273
270.39902	19278
270.42023	19222
270.44141	19217
270.46262	19228
270.4838	19362
270.505	19430
270.52618	19404
270.54736	19326
270.56857	19335
270.58975	19417
270.61096	19503
270.63214	19604
270.65332	19692
270.67453	19926
270.69571	19777
270.71689	19716
270.7381	19766
270.75928	19696
270.78046	19668
270.80167	19773
270.82285	19799
270.84402	19867
270.86523	19789
