Date and Time:                Sat Nov 11 15:16:49.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         100
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



278.45877	2139
278.47992	2038
278.50107	2026
278.52225	2045
278.5434	2026
278.56454	2065
278.58572	2041
278.60687	2035
278.62802	2014
278.6492	2031
278.67035	2018
278.6915	2060
278.71268	2008
278.73383	2003
278.75497	2030
278.77615	2011
278.7973	2013
278.81845	2011
278.83963	2044
278.86078	2014
278.88193	2016
278.90308	2011
278.92426	2022
278.9454	2011
278.96655	1984
278.9877	2018
279.00888	1996
279.03003	1986
279.05118	1984
279.07233	1986
279.09348	1977
279.11465	1984
279.1358	1996
279.15695	1982
279.1781	1983
279.19925	1993
279.22043	1993
279.24158	1992
279.26273	1974
279.28387	2010
279.30502	1972
279.32617	1971
279.34732	1982
279.3685	1985
279.38965	2034
279.4108	1977
279.43195	1971
279.45309	1961
279.47424	1962
279.49539	1961
279.51654	1960
279.53769	1977
279.55884	1989
279.58002	1971
279.60117	1977
279.62231	1988
279.64346	1981
279.66461	2006
279.68576	1966
279.70691	1949
279.72806	1982
279.74921	1969
279.77036	1993
279.7915	1960
279.81265	1955
279.8338	1943
279.85495	1978
279.8761	1974
279.89725	2003
279.9184	1964
279.93954	1973
279.96069	1975
279.98184	2001
280.00299	1967
280.02411	1991
280.04526	1991
280.06641	1991
280.08755	1972
280.1087	1996
280.12985	1973
280.151	1986
280.17215	1995
280.1933	1981
280.21445	1996
280.23557	1967
280.25671	1991
280.27786	1997
280.29901	2015
280.32016	1980
280.34131	2010
280.36246	2000
280.38358	1978
280.40472	1999
280.42587	1986
280.44702	1989
280.46817	1951
280.48929	1999
280.51044	1972
280.53159	1976
280.55273	1960
280.57388	1972
280.595	1973
280.61615	1983
280.6373	1981
280.65845	1957
280.67957	1981
280.70071	1961
280.72186	1976
280.74301	1993
280.76413	2007
280.78528	1981
280.80643	1970
280.82755	1979
280.84869	1973
280.86984	1981
280.89096	1964
280.91211	1970
