Date and Time:                Sat Nov 11 15:21:52.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         100
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              300
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



278.45877	663
278.47992	640
278.50107	624
278.52225	622
278.5434	629
278.56454	625
278.58572	618
278.60687	619
278.62802	612
278.6492	621
278.67035	616
278.6915	631
278.71268	618
278.73383	621
278.75497	617
278.77615	612
278.7973	618
278.81845	602
278.83963	621
278.86078	618
278.88193	609
278.90308	606
278.92426	628
278.9454	609
278.96655	611
278.9877	616
279.00888	608
279.03003	603
279.05118	599
279.07233	594
279.09348	599
279.11465	600
279.1358	607
279.15695	599
279.1781	617
279.19925	619
279.22043	610
279.24158	621
279.26273	608
279.28387	633
279.30502	596
279.32617	611
279.34732	599
279.3685	604
279.38965	681
279.4108	600
279.43195	604
279.45309	592
279.47424	628
279.49539	595
279.51654	604
279.53769	604
279.55884	605
279.58002	616
279.60117	612
279.62231	614
279.64346	607
279.66461	653
279.68576	602
279.70691	600
279.72806	604
279.74921	606
279.77036	632
279.7915	590
279.81265	598
279.8338	579
279.85495	608
279.8761	602
279.89725	625
279.9184	605
279.93954	599
279.96069	599
279.98184	631
280.00299	593
280.02411	615
280.04526	610
280.06641	606
280.08755	594
280.1087	591
280.12985	597
280.151	604
280.17215	610
280.1933	587
280.21445	595
280.23557	589
280.25671	588
280.27786	594
280.29901	596
280.32016	595
280.34131	609
280.36246	595
280.38358	585
280.40472	592
280.42587	589
280.44702	579
280.46817	577
280.48929	607
280.51044	583
280.53159	572
280.55273	571
280.57388	577
280.595	584
280.61615	590
280.6373	589
280.65845	572
280.67957	583
280.70071	576
280.72186	586
280.74301	603
280.76413	613
280.78528	580
280.80643	578
280.82755	583
280.84869	571
280.86984	582
280.89096	581
280.91211	574
280.93326	593
280.95438	578
280.97552	586
280.99667	556
281.01779	574
281.03894	572
281.06009	577
281.08121	573
281.10236	603
281.12347	587
281.14462	568
281.16577	570
281.18689	590
281.20804	580
281.22916	582
281.25031	568
281.27145	578
