# wl 	 tx
318.8020755 0.0089603
318.8230216 0.0091198
318.8439476 0.0092789
318.8648936 0.0095085
318.8858496 0.0098547
318.9067657 0.0098105
318.9277217 0.0103881
318.9486377 0.0105145
318.9695937 0.0111664
318.9905098 0.0113365
319.0114658 0.0116086
319.0323919 0.0121095
319.0533379 0.0124768
319.0742639 0.0129316
319.0952099 0.0134844
319.1161360 0.0139358
319.1370820 0.0147222
319.1580081 0.0152577
319.1789541 0.0161718
319.1998801 0.0171290
319.2208262 0.0181676
319.2417522 0.0193124
319.2626982 0.0206196
319.2836243 0.0219605
319.3045703 0.0236428
319.3254964 0.0258355
319.3464524 0.0277707
319.3673684 0.0301559
319.3882945 0.0333230
319.4092405 0.0362595
319.4301666 0.0396999
319.4511126 0.0434817
319.4720387 0.0484081
319.4929547 0.0531501
319.5139108 0.0591602
319.5348268 0.0657287
319.5557529 0.0728169
319.5766989 0.0804988
319.5976250 0.0892474
319.6185410 0.0982951
319.6394971 0.1083316
319.6604131 0.1199846
319.6813392 0.1319951
319.7022852 0.1449847
319.7232113 0.1573154
319.7441274 0.1708563
319.7650834 0.1840717
319.7859995 0.1975291
319.8069255 0.2108157
319.8278516 0.2239418
319.8487976 0.2373904
319.8697237 0.2500080
319.8906398 0.2618714
319.9115658 0.2709444
319.9325119 0.2798820
319.9534379 0.2888758
319.9743540 0.2968924
319.9952801 0.3055904
320.0162261 0.3121040
320.0371522 0.3172342
320.0580683 0.3239571
320.0789943 0.3285613
320.0999104 0.3343736
320.1208665 0.3370323
320.1417825 0.3430282
320.1627086 0.3475894
320.1836247 0.3520414
320.2045508 0.3566396
320.2254668 0.3621813
320.2464229 0.3651171
320.2673390 0.3699349
320.2882650 0.3743981
320.3091811 0.3800315
320.3301072 0.3869642
320.3510233 0.3919097
320.3719493 0.3974919
320.3928654 0.4015703
320.4137915 0.4068003
320.4347076 0.4112902
320.4556636 0.4178737
320.4765797 0.4217154
320.4975058 0.4310354
320.5184319 0.4356591
320.5393480 0.4404021
320.5602741 0.4460140
320.5811901 0.4506682
320.6021162 0.4557724
320.6230323 0.4570175
320.6439584 0.4637050
320.6648745 0.4671568
