Date and Time:                Fri Sep 9 16:42:23.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.27
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              347
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



325.71838	17417
325.73929	16486
325.76022	16440
325.78113	16507
325.80203	16524
325.82297	16628
325.84387	16497
325.86478	16426
325.88571	16333
325.90662	16203
325.92752	16118
325.94846	15917
325.96936	15870
325.99026	15911
326.01117	15884
326.0321	15890
326.05301	15731
326.07391	15791
326.09482	15729
326.11575	15598
326.13666	15404
326.15756	15403
326.17847	15387
326.19937	15293
326.22031	15211
326.24121	15071
326.26212	14961
326.28302	14837
326.30392	14814
326.32486	14899
326.34576	15017
326.36667	14972
326.38757	14974
326.40848	14888
326.42938	14752
326.45029	14782
326.47122	14852
326.49213	14982
326.51303	15045
326.53394	15087
326.55484	15054
326.57574	14986
326.59665	15053
326.61755	15059
326.63846	14979
326.65936	15050
326.68027	15133
326.70117	15161
326.72208	15069
326.74301	15035
326.76392	15144
326.78482	15113
326.80573	15181
326.82663	15168
326.84753	15203
326.86844	15231
326.88934	15239
326.91025	15251
326.93112	15451
326.95203	15469
326.97293	15681
326.99384	15793
327.01474	15884
327.03564	15841
327.05655	15910
327.07745	15992
327.09836	16084
327.11926	16026
327.14017	16103
327.16107	16132
327.18198	16287
327.20285	16240
327.22375	16218
327.24466	16217
327.26556	16298
327.28647	16389
327.30737	16473
327.32828	16556
327.34915	16602
327.37006	16667
327.39096	16682
327.41187	16824
327.43277	16946
327.45367	17150
327.47455	17234
327.49545	17386
327.51636	17459
327.53726	17447
327.55814	17321
327.57904	17375
327.59995	17604
327.62085	17672
327.64172	17781
327.66263	17847
327.68353	17766
327.70444	17780
327.72531	17821
327.74622	17956
327.76712	18143
327.78799	18251
327.8089	18268
327.8298	18282
327.85068	18275
327.87158	18348
327.89249	18390
327.91336	18546
327.93427	18642
327.95517	18815
327.97604	18665
327.99695	18729
328.01785	18776
328.03873	18899
328.05963	18937
328.08051	18871
328.10141	18848
328.12231	18756
