# wl 	 tx
288.6646758 0.0241329
288.6857809 0.0238899
288.7068460 0.0243188
288.7279511 0.0242489
288.7490562 0.0240813
288.7701313 0.0241329
288.7912364 0.0240450
288.8123415 0.0242175
288.8334066 0.0243643
288.8545117 0.0244947
288.8756168 0.0245662
288.8967219 0.0244562
288.9177970 0.0246559
288.9388921 0.0245917
288.9599672 0.0243472
288.9810723 0.0241137
289.0021774 0.0241844
289.0232425 0.0243909
289.0443476 0.0244192
289.0654527 0.0243177
289.0865278 0.0244654
289.1076329 0.0243992
289.1286981 0.0244015
289.1498032 0.0243332
289.1709083 0.0241892
289.1919834 0.0242272
289.2130885 0.0244192
289.2341536 0.0244905
289.2552587 0.0243571
289.2763338 0.0242998
289.2974389 0.0240742
289.3185441 0.0238458
289.3396092 0.0237926
289.3607143 0.0239265
289.3817894 0.0240264
289.4028945 0.0240314
289.4239697 0.0238673
289.4450648 0.0238204
289.4661399 0.0235455
289.4872450 0.0237414
289.5083201 0.0236883
289.5294253 0.0236084
289.5504904 0.0238507
289.5715955 0.0237545
289.5926706 0.0239641
289.6137458 0.0237950
289.6348409 0.0236716
289.6559160 0.0238347
289.6770211 0.0237361
289.6980963 0.0239113
289.7192014 0.0237894
289.7402665 0.0237257
289.7613417 0.0237218
289.7824468 0.0234747
289.8035219 0.0236407
289.8246271 0.0236915
289.8456922 0.0238457
289.8667673 0.0236907
289.8878725 0.0235076
289.9089476 0.0233001
289.9300427 0.0233089
289.9511179 0.0232158
289.9721930 0.0232728
289.9932982 0.0231345
290.0143733 0.0231879
290.0354384 0.0232140
290.0565436 0.0232733
290.0776187 0.0232375
290.0986939 0.0232123
290.1197990 0.0232981
290.1408642 0.0233960
290.1619393 0.0233463
290.1830145 0.0231949
290.2041196 0.0233352
290.2251847 0.0233425
290.2462599 0.0234241
290.2673350 0.0233724
290.2884402 0.0233889
290.3095153 0.0234741
290.3305805 0.0232439
290.3516556 0.0233114
290.3727608 0.0230808
290.3938359 0.0228668
290.4149011 0.0227587
290.4359763 0.0226968
290.4570514 0.0225584
290.4781565 0.0226482
290.4992317 0.0227549
290.5202969 0.0229739
290.5413720 0.0227848
290.5624472 0.0226927
290.5835523 0.0226356
290.6046175 0.0227362
290.6256927 0.0225840
290.6467678 0.0228167
290.6678430 0.0226369
290.6889082 0.0226885
290.7099833 0.0226053
290.7310885 0.0225278
290.7521636 0.0225268
290.7732388 0.0227068
290.7943040 0.0227835
290.8153791 0.0227202
290.8364543 0.0224553
290.8575295 0.0224266
290.8785946 0.0220338
290.8996698 0.0221154
