Date and Time:                Fri Sep 9 19:10:03.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         0.02
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              422
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



401.17471	307
401.19519	301
401.2157	299
401.23618	303
401.25665	299
401.27713	298
401.29761	300
401.31808	299
401.33859	302
401.35907	298
401.37955	299
401.40002	298
401.4205	306
401.44098	300
401.46146	296
401.48193	300
401.50241	299
401.52289	302
401.5434	303
401.56387	303
401.58435	304
401.60483	304
401.62531	299
401.64578	295
401.66626	301
401.68674	299
401.70721	303
401.72769	303
401.74817	297
401.76865	300
401.78912	308
401.8096	306
401.83008	306
401.85056	300
401.871	307
401.89148	305
401.91196	298
401.93243	296
401.95291	305
401.97339	305
401.99387	302
402.01434	298
402.03482	300
402.0553	305
402.07574	303
402.09622	299
402.1167	303
402.13718	308
402.15765	298
402.17813	301
402.19858	305
402.21906	303
402.23953	297
402.26001	299
402.28049	295
402.30093	296
402.32141	303
402.34189	298
402.36237	296
402.38281	302
402.40329	309
402.42377	302
402.44424	300
402.46469	299
402.48517	297
402.50565	304
402.52609	304
402.54657	299
402.56705	305
402.58749	304
402.60797	305
402.62845	296
402.6489	302
402.66937	302
402.68985	303
402.7103	298
402.73077	303
402.75125	299
402.7717	305
402.79218	302
402.81262	305
402.8331	301
402.85355	296
402.87402	299
402.8945	302
402.91495	302
402.93542	307
402.95587	305
402.97635	299
402.9968	299
403.01727	307
403.03772	302
403.0582	296
403.07864	295
403.09912	303
403.11957	299
403.14005	304
403.16049	299
403.18097	306
403.20142	303
403.22186	305
403.24234	297
403.26279	302
403.28326	300
403.30371	300
403.32416	305
403.34464	303
403.36508	301
403.38556	304
403.40601	302
403.42645	308
403.44693	301
403.46738	302
403.48782	299
403.5083	293
403.52875	299
403.54919	296
403.56967	300
403.59012	301
403.61057	305
403.63101	300
403.65149	307
403.67194	294
403.69238	301
403.71283	299
403.73331	300
403.75375	303
403.7742	299
403.79465	306
403.81512	303
403.83557	302
403.85602	302
403.87646	296
