Date and Time:                Fri Sep 9 19:08:23.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              422
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



401.17471	51911
401.19519	52105
401.2157	52243
401.23618	52395
401.25665	52503
401.27713	52602
401.29761	52704
401.31808	52803
401.33859	52865
401.35907	52945
401.37955	52987
401.40002	53056
401.4205	53115
401.44098	53168
401.46146	53222
401.48193	53262
401.50241	53308
401.52289	53336
401.5434	53383
401.56387	53420
401.58435	53453
401.60483	53478
401.62531	53516
401.64578	53530
401.66626	53563
401.68674	53565
401.70721	53595
401.72769	53626
401.74817	53634
401.76865	53650
401.78912	53676
401.8096	53699
401.83008	53716
401.85056	53711
401.871	53737
401.89148	53756
401.91196	53763
401.93243	53776
401.95291	53787
401.97339	53822
401.99387	53817
402.01434	53830
402.03482	53834
402.0553	53828
402.07574	53851
402.09622	53853
402.1167	53850
402.13718	53873
402.15765	53870
402.17813	53885
402.19858	53875
402.21906	53886
402.23953	53896
402.26001	53897
402.28049	53909
402.30093	53908
402.32141	53909
402.34189	53917
402.36237	53931
402.38281	53916
402.40329	53936
402.42377	53919
402.44424	53939
402.46469	53931
402.48517	53924
402.50565	53952
402.52609	53940
402.54657	53939
402.56705	53934
402.58749	53941
402.60797	53937
402.62845	53949
402.6489	53959
402.66937	53959
402.68985	53957
402.7103	53949
402.73077	53946
402.75125	53957
402.7717	53952
402.79218	53964
402.81262	53955
402.8331	53953
402.85355	53974
402.87402	53940
402.8945	53983
402.91495	53966
402.93542	53949
402.95587	53946
402.97635	53956
402.9968	53960
403.01727	53964
403.03772	53957
403.0582	53973
403.07864	53947
403.09912	53962
403.11957	53954
403.14005	53966
403.16049	53979
403.18097	53965
403.20142	53951
403.22186	53958
403.24234	53960
403.26279	53948
403.28326	53945
403.30371	53963
403.32416	53943
403.34464	53962
403.36508	53954
403.38556	53957
403.40601	53952
403.42645	53952
403.44693	53942
403.46738	53966
403.48782	53956
403.5083	53943
403.52875	53964
403.54919	53943
