Date and Time:                Sun Jan 29 14:29:42.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              310
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



288.51233	2729
288.53345	2603
288.55453	2647
288.57565	2643
288.59677	2629
288.61786	2651
288.63898	2651
288.6601	2674
288.68118	2656
288.7023	2654
288.72342	2677
288.74454	2630
288.76563	2623
288.78674	2630
288.80783	2625
288.82895	2606
288.85007	2598
288.87115	2624
288.89227	2653
288.91339	2654
288.93448	2619
288.9556	2637
288.97668	2645
288.9978	2626
289.01892	2615
289.04001	2610
289.06113	2619
289.08221	2621
289.10333	2615
289.12442	2625
289.14554	2628
289.16666	2604
289.18774	2610
289.20886	2619
289.22995	2599
289.25107	2626
289.27216	2614
289.29327	2614
289.31436	2589
289.33548	2615
289.35657	2637
289.37769	2613
289.39877	2589
289.41989	2591
289.44098	2641
289.46207	2611
289.48318	2642
289.50427	2652
289.52539	2613
289.54648	2598
289.5676	2636
289.58868	2619
289.60977	2631
289.63089	2619
289.65198	2633
289.6731	2637
289.69418	2632
289.71527	2612
289.73639	2618
289.75748	2613
289.77859	2617
289.79968	2611
289.82077	2616
289.84189	2592
289.86298	2600
289.88406	2591
289.90518	2609
289.92627	2574
289.94736	2559
289.96848	2548
289.98956	2550
290.01065	2543
290.03174	2537
290.05286	2553
290.07394	2539
290.09503	2560
290.11612	2537
290.13724	2549
290.15833	2556
290.17941	2537
290.2005	2545
290.22162	2543
290.24271	2567
290.26379	2548
290.28488	2533
290.30597	2529
290.32709	2557
290.34818	2532
290.36926	2551
290.39035	2505
290.41144	2516
290.43256	2514
290.45364	2513
290.47473	2492
290.49582	2528
290.51691	2497
290.53799	2482
290.55908	2496
290.5802	2505
290.60129	2539
290.62238	2539
290.64346	2539
290.66455	2530
290.68564	2518
290.70673	2521
290.72781	2508
290.7489	2531
290.76999	2520
290.79108	2542
290.81216	2525
290.83325	2519
290.85434	2520
290.87546	2527
290.89655	2535
290.91763	2533
290.93872	2545
