Date and Time:                Sun Jan 29 14:33:43.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         1.2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              310
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



288.51233	304
288.53345	305
288.55453	305
288.57565	306
288.59677	305
288.61786	296
288.63898	308
288.6601	299
288.68118	301
288.7023	300
288.72342	307
288.74454	305
288.76563	303
288.78674	301
288.80783	300
288.82895	298
288.85007	300
288.87115	300
288.89227	307
288.91339	305
288.93448	301
288.9556	308
288.97668	303
288.9978	304
289.01892	299
289.04001	301
289.06113	297
289.08221	302
289.10333	303
289.12442	304
289.14554	304
289.16666	306
289.18774	301
289.20886	305
289.22995	304
289.25107	303
289.27216	295
289.29327	303
289.31436	300
289.33548	308
289.35657	305
289.37769	303
289.39877	298
289.41989	302
289.44098	308
289.46207	303
289.48318	305
289.50427	305
289.52539	304
289.54648	302
289.5676	306
289.58868	309
289.60977	295
289.63089	306
289.65198	304
289.6731	303
289.69418	296
289.71527	307
289.73639	298
289.75748	298
289.77859	308
289.79968	305
289.82077	302
289.84189	304
289.86298	307
289.88406	297
289.90518	303
289.92627	300
289.94736	308
289.96848	307
289.98956	293
290.01065	306
290.03174	298
290.05286	295
290.07394	305
290.09503	298
290.11612	302
290.13724	306
290.15833	304
290.17941	302
290.2005	297
290.22162	301
290.24271	305
290.26379	303
290.28488	301
290.30597	307
290.32709	303
290.34818	297
290.36926	305
290.39035	301
290.41144	303
290.43256	302
290.45364	298
290.47473	301
290.49582	306
290.51691	301
290.53799	308
290.55908	301
290.5802	306
290.60129	304
290.62238	299
290.64346	301
290.66455	300
290.68564	307
290.70673	303
290.72781	306
290.7489	309
290.76999	299
290.79108	303
290.81216	302
290.83325	305
290.85434	309
290.87546	301
290.89655	299
290.91763	303
290.93872	310
290.95981	297
290.9809	301
291.00198	301
291.02307	302
291.04413	302
291.06522	298
291.0863	300
291.10739	307
291.12848	300
291.14957	302
291.17065	300
291.19174	299
291.21283	301
291.23392	298
291.255	306
291.27609	304
291.29718	302
