Date and Time:                Fri Sep 9 19:08:15.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              422
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



401.17471	51906
401.19519	52091
401.2157	52231
401.23618	52379
401.25665	52487
401.27713	52606
401.29761	52705
401.31808	52802
401.33859	52885
401.35907	52924
401.37955	53005
401.40002	53060
401.4205	53112
401.44098	53173
401.46146	53212
401.48193	53272
401.50241	53303
401.52289	53346
401.5434	53375
401.56387	53429
401.58435	53445
401.60483	53488
401.62531	53501
401.64578	53516
401.66626	53542
401.68674	53573
401.70721	53595
401.72769	53618
401.74817	53624
401.76865	53650
401.78912	53668
401.8096	53701
401.83008	53715
401.85056	53720
401.871	53732
401.89148	53751
401.91196	53752
401.93243	53771
401.95291	53782
401.97339	53787
401.99387	53810
402.01434	53816
402.03482	53815
402.0553	53836
402.07574	53838
402.09622	53851
402.1167	53860
402.13718	53851
402.15765	53868
402.17813	53877
402.19858	53872
402.21906	53887
402.23953	53895
402.26001	53888
402.28049	53893
402.30093	53917
402.32141	53915
402.34189	53917
402.36237	53927
402.38281	53927
402.40329	53923
402.42377	53931
402.44424	53940
402.46469	53930
402.48517	53922
402.50565	53942
402.52609	53929
402.54657	53935
402.56705	53944
402.58749	53933
402.60797	53961
402.62845	53947
402.6489	53958
402.66937	53960
402.68985	53939
402.7103	53945
402.73077	53955
402.75125	53940
402.7717	53961
402.79218	53954
402.81262	53955
402.8331	53961
402.85355	53964
402.87402	53955
402.8945	53963
402.91495	53963
402.93542	53956
402.95587	53937
402.97635	53975
402.9968	53961
403.01727	53962
403.03772	53962
403.0582	53940
403.07864	53970
403.09912	53954
403.11957	53960
403.14005	53965
403.16049	53946
403.18097	53962
403.20142	53952
403.22186	53960
403.24234	53960
403.26279	53958
403.28326	53962
403.30371	53952
403.32416	53954
403.34464	53962
403.36508	53969
403.38556	53960
403.40601	53950
403.42645	53964
403.44693	53962
403.46738	53961
403.48782	53947
403.5083	53945
403.52875	53961
403.54919	53956
