Date and Time:                Fri Sep 9 19:10:28.000 2022
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              422
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



401.17471	307
401.19519	316
401.2157	310
401.23618	301
401.25665	312
401.27713	309
401.29761	310
401.31808	314
401.33859	310
401.35907	306
401.37955	307
401.40002	310
401.4205	304
401.44098	306
401.46146	308
401.48193	308
401.50241	304
401.52289	303
401.5434	315
401.56387	305
401.58435	304
401.60483	306
401.62531	311
401.64578	309
401.66626	303
401.68674	303
401.70721	310
401.72769	305
401.74817	310
401.76865	310
401.78912	310
401.8096	304
401.83008	302
401.85056	309
401.871	308
401.89148	306
401.91196	308
401.93243	306
401.95291	306
401.97339	309
401.99387	304
402.01434	311
402.03482	301
402.0553	302
402.07574	308
402.09622	309
402.1167	307
402.13718	305
402.15765	305
402.17813	303
402.19858	306
402.21906	305
402.23953	309
402.26001	303
402.28049	307
402.30093	307
402.32141	312
402.34189	305
402.36237	304
402.38281	304
402.40329	313
402.42377	307
402.44424	308
402.46469	302
402.48517	310
402.50565	308
402.52609	300
402.54657	309
402.56705	305
402.58749	307
402.60797	597
402.62845	426
402.6489	305
402.66937	315
402.68985	306
402.7103	306
402.73077	310
402.75125	314
402.7717	307
402.79218	312
402.81262	305
402.8331	308
402.85355	311
402.87402	306
402.8945	304
402.91495	307
402.93542	307
402.95587	308
402.97635	307
402.9968	303
403.01727	307
403.03772	306
403.0582	305
403.07864	308
403.09912	310
403.11957	310
403.14005	297
403.16049	304
403.18097	302
403.20142	314
403.22186	305
403.24234	306
403.26279	307
403.28326	302
403.30371	307
403.32416	307
403.34464	310
403.36508	306
403.38556	309
403.40601	303
403.42645	308
403.44693	306
403.46738	308
403.48782	300
403.5083	304
403.52875	303
403.54919	312
403.56967	305
403.59012	303
403.61057	303
403.63101	302
403.65149	306
403.67194	310
403.69238	305
403.71283	307
403.73331	305
403.75375	307
403.7742	298
403.79465	311
403.81512	304
403.83557	306
403.85602	304
403.87646	304
403.89691	304
