Date and Time:                Sat Jan 28 15:59:16.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              255
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



233.22879	346
233.25017	347
233.27155	346
233.29292	349
233.3143	349
233.33568	346
233.35706	345
233.37842	352
233.3998	349
233.42117	345
233.44255	356
233.46393	347
233.48531	343
233.50668	345
233.52805	344
233.54942	349
233.5708	347
233.59218	346
233.61356	346
233.63492	348
233.6563	354
233.67767	344
233.69904	351
233.72041	346
233.74179	337
233.76317	346
233.78453	347
233.80591	355
233.82729	347
233.84865	345
233.87003	349
233.89139	355
233.91277	348
233.93414	348
233.95551	355
233.97688	349
233.99825	349
234.01962	346
234.04099	345
234.06236	352
234.08374	346
234.1051	355
234.12648	349
234.14784	354
234.16922	345
234.19058	350
234.21194	352
234.23332	339
234.25468	356
234.27606	343
234.29742	347
234.31879	352
234.34016	351
234.36153	355
234.3829	344
234.40427	351
234.42563	344
234.44701	351
234.46837	347
234.48973	352
234.51111	347
234.53247	348
234.55383	350
234.5752	348
234.59657	355
234.61794	347
234.6393	348
234.66066	345
234.68202	348
234.7034	341
234.72476	346
234.74612	343
234.76749	342
234.78885	347
234.81021	346
234.83159	351
234.85295	349
234.87431	346
234.89568	353
234.91704	342
234.9384	342
234.95976	343
234.98112	348
235.00249	350
235.02385	342
235.04521	348
235.06657	351
235.08794	346
235.1093	346
235.13066	348
235.15202	345
235.17339	343
235.19475	351
235.21611	350
235.23747	347
235.25883	350
235.28018	351
235.30154	342
235.32291	346
235.34427	349
235.36563	352
235.38699	344
235.40836	347
235.4297	349
235.45107	348
235.47243	344
235.49379	349
235.51514	346
235.5365	346
235.55786	353
235.57922	347
235.60057	353
235.62193	345
235.6433	344
235.66464	340
235.686	352
235.70737	348
235.72871	357
235.75008	350
235.77144	352
235.79279	353
235.81415	349
235.83549	350
235.85686	351
235.87822	342
235.89957	343
235.92093	350
235.94228	348
235.96364	349
235.98499	349
236.00635	346
236.02769	349
236.04906	340
