Date and Time:                Sat Jan 28 15:57:28.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              255
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



233.22879	353
233.25017	344
233.27155	346
233.29292	343
233.3143	351
233.33568	349
233.35706	349
233.37842	341
233.3998	345
233.42117	345
233.44255	343
233.46393	345
233.48531	349
233.50668	354
233.52805	341
233.54942	347
233.5708	348
233.59218	339
233.61356	349
233.63492	340
233.6563	346
233.67767	346
233.69904	347
233.72041	348
233.74179	348
233.76317	346
233.78453	347
233.80591	346
233.82729	346
233.84865	349
233.87003	340
233.89139	351
233.91277	341
233.93414	336
233.95551	343
233.97688	348
233.99825	344
234.01962	343
234.04099	348
234.06236	345
234.08374	343
234.1051	344
234.12648	346
234.14784	350
234.16922	353
234.19058	347
234.21194	350
234.23332	353
234.25468	350
234.27606	349
234.29742	345
234.31879	342
234.34016	348
234.36153	344
234.3829	355
234.40427	348
234.42563	345
234.44701	347
234.46837	348
234.48973	343
234.51111	348
234.53247	343
234.55383	353
234.5752	345
234.59657	351
234.61794	343
234.6393	346
234.66066	344
234.68202	346
234.7034	343
234.72476	351
234.74612	338
234.76749	343
234.78885	344
234.81021	347
234.83159	347
234.85295	348
234.87431	345
234.89568	347
234.91704	352
234.9384	348
234.95976	345
234.98112	346
235.00249	350
235.02385	349
235.04521	344
235.06657	351
235.08794	350
235.1093	352
235.13066	350
235.15202	339
235.17339	345
235.19475	347
235.21611	353
235.23747	338
235.25883	341
235.28018	350
235.30154	346
235.32291	346
235.34427	346
235.36563	352
235.38699	343
235.40836	349
235.4297	352
235.45107	340
235.47243	343
235.49379	347
235.51514	354
235.5365	355
235.55786	352
235.57922	348
235.60057	339
235.62193	341
235.6433	342
235.66464	349
235.686	350
235.70737	345
235.72871	347
235.75008	342
235.77144	346
235.79279	346
235.81415	349
235.83549	343
235.85686	354
235.87822	348
235.89957	343
235.92093	349
235.94228	341
235.96364	348
235.98499	345
236.00635	346
236.02769	351
236.04906	345
