Date and Time:                Sat Jan 28 15:58:04.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              255
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



233.22879	352
233.25017	344
233.27155	346
233.29292	352
233.3143	347
233.33568	344
233.35706	351
233.37842	345
233.3998	353
233.42117	340
233.44255	345
233.46393	353
233.48531	344
233.50668	344
233.52805	343
233.54942	351
233.5708	345
233.59218	341
233.61356	350
233.63492	353
233.6563	342
233.67767	345
233.69904	342
233.72041	349
233.74179	347
233.76317	346
233.78453	350
233.80591	344
233.82729	340
233.84865	347
233.87003	349
233.89139	345
233.91277	348
233.93414	344
233.95551	349
233.97688	353
233.99825	343
234.01962	344
234.04099	348
234.06236	352
234.08374	350
234.1051	343
234.12648	348
234.14784	340
234.16922	349
234.19058	344
234.21194	353
234.23332	349
234.25468	345
234.27606	348
234.29742	348
234.31879	339
234.34016	348
234.36153	347
234.3829	346
234.40427	350
234.42563	349
234.44701	344
234.46837	345
234.48973	350
234.51111	349
234.53247	346
234.55383	357
234.5752	347
234.59657	343
234.61794	346
234.6393	343
234.66066	345
234.68202	350
234.7034	349
234.72476	353
234.74612	347
234.76749	343
234.78885	345
234.81021	341
234.83159	349
234.85295	345
234.87431	356
234.89568	346
234.91704	349
234.9384	346
234.95976	347
234.98112	347
235.00249	345
235.02385	338
235.04521	350
235.06657	350
235.08794	346
235.1093	349
235.13066	355
235.15202	344
235.17339	344
235.19475	339
235.21611	351
235.23747	346
235.25883	350
235.28018	342
235.30154	348
235.32291	351
235.34427	351
235.36563	346
235.38699	344
235.40836	354
235.4297	346
235.45107	345
235.47243	351
235.49379	346
235.51514	346
235.5365	355
235.55786	344
235.57922	340
235.60057	349
235.62193	350
235.6433	340
235.66464	349
235.686	340
235.70737	346
235.72871	348
235.75008	347
235.77144	346
235.79279	343
235.81415	352
235.83549	342
235.85686	344
235.87822	348
235.89957	350
235.92093	344
235.94228	352
235.96364	352
235.98499	348
236.00635	351
236.02769	346
236.04906	353
