Date and Time:                Sat Jan 28 15:59:24.000 2023
Software Version:             4.31.30023.0
Temperature (C):              -40
Model:                        DU940P_BU2
Data Type:                    Counts
Acquisition Mode:             Single Scan
Trigger Mode:                 Internal
Exposure Time (secs):         2.5
Readout Mode:                 Full Vertical Binning
Horizontal binning:           1
Extended Dynamic Range:       off
Horizontally flipped:         false
Vertical Shift Speed (usecs): 14.51
Pixel Readout Rate (MHz):     3
Baseline Clamp:               ON
Clock Amplitude:              Normal
Output Amplifier:             High Capacity
Serial Number:                23634
Pre-Amplifier Gain:           1.000000
Spurious Noise Filter Mode:   No Filter
Photon counted:               false
Data Averaging Filter Mode:   No Filter
SR500i:
Serial Number:                
Wavelength (nm):              255
Grating Groove Density (l/mm):1199.47
Grating Blaze:                500
Output Flipper Port:          Direct
Accessory Output Port 1:      Off
Accessory Output Port 2:      Off
Accessory Output Port 3:      Off
Accessory Input Port:         On



233.22879	349
233.25017	347
233.27155	343
233.29292	352
233.3143	343
233.33568	348
233.35706	348
233.37842	347
233.3998	349
233.42117	350
233.44255	350
233.46393	343
233.48531	345
233.50668	346
233.52805	341
233.54942	346
233.5708	343
233.59218	346
233.61356	348
233.63492	345
233.6563	347
233.67767	343
233.69904	352
233.72041	344
233.74179	355
233.76317	345
233.78453	342
233.80591	345
233.82729	345
233.84865	345
233.87003	345
233.89139	349
233.91277	350
233.93414	345
233.95551	344
233.97688	349
233.99825	349
234.01962	349
234.04099	347
234.06236	344
234.08374	341
234.1051	345
234.12648	350
234.14784	348
234.16922	341
234.19058	349
234.21194	342
234.23332	340
234.25468	347
234.27606	346
234.29742	343
234.31879	347
234.34016	351
234.36153	347
234.3829	347
234.40427	346
234.42563	348
234.44701	350
234.46837	346
234.48973	350
234.51111	349
234.53247	350
234.55383	347
234.5752	345
234.59657	342
234.61794	350
234.6393	344
234.66066	357
234.68202	346
234.7034	348
234.72476	349
234.74612	347
234.76749	340
234.78885	342
234.81021	339
234.83159	344
234.85295	348
234.87431	341
234.89568	347
234.91704	344
234.9384	348
234.95976	349
234.98112	343
235.00249	346
235.02385	350
235.04521	348
235.06657	347
235.08794	336
235.1093	350
235.13066	348
235.15202	350
235.17339	350
235.19475	342
235.21611	344
235.23747	343
235.25883	345
235.28018	355
235.30154	348
235.32291	348
235.34427	344
235.36563	345
235.38699	339
235.40836	346
235.4297	346
235.45107	351
235.47243	346
235.49379	352
235.51514	353
235.5365	342
235.55786	343
235.57922	346
235.60057	350
235.62193	348
235.6433	344
235.66464	345
235.686	353
235.70737	347
235.72871	350
235.75008	346
235.77144	347
235.79279	350
235.81415	343
235.83549	341
235.85686	352
235.87822	348
235.89957	347
235.92093	347
235.94228	348
235.96364	342
235.98499	352
236.00635	352
236.02769	343
236.04906	349
